split,date,symbol,side,horizon_seconds,rows,clipped_turnover,weighted_pnl_bps,mean_pnl_bps
train,2026-01-03,btcusdt,buy,60,644877,2389791096.3429995,-0.23297346502787414,-0.24334530503605264
train,2026-01-03,btcusdt,sell,60,636446,2327597946.1567006,0.1554475787345027,0.007638841087754091
train,2026-01-03,btcusdt,buy,120,644877,2389791096.3429995,-0.013955453424171345,-0.028640910468702877
train,2026-01-03,btcusdt,sell,120,636446,2327597946.1567006,0.09375078217388294,-0.07685483534287624
train,2026-01-03,btcusdt,buy,300,644877,2389791096.3429995,0.7363888040074188,0.4959753457924115
train,2026-01-03,btcusdt,sell,300,636446,2327597946.1567006,-0.2340396262652083,-0.39119401660681874
train,2026-01-04,btcusdt,buy,1,888837,3180262291.2370996,-0.16352750940537833,-0.10624910979795153
train,2026-01-04,btcusdt,sell,1,865473,3058015345.1166997,0.031098965603732584,0.03554234418249048
train,2026-01-04,btcusdt,buy,5,888837,3180262291.2370996,-0.46207519459641044,-0.40565090575453805
train,2026-01-04,btcusdt,sell,5,865473,3058015345.1166997,-0.05691297383837587,-0.10178248717619129
train,2026-01-04,btcusdt,buy,10,888837,3180262291.2370996,-0.5211119217246865,-0.4707355002650065
train,2026-01-04,btcusdt,sell,10,865473,3058015345.1166997,-0.025795199144712302,-0.12077673192221325
train,2026-01-04,btcusdt,buy,30,888837,3180262291.2370996,0.0335575151120262,-0.20439100241151528
train,2026-01-04,btcusdt,sell,30,865473,3058015345.1166997,-0.0823939569457143,-0.22611258256824207
train,2026-01-04,btcusdt,buy,60,888837,3180262291.2370996,-0.35762896479812745,-0.4152760249276703
train,2026-01-04,btcusdt,sell,60,865473,3058015345.1166997,0.20032979599354941,0.03011825589396993
train,2026-01-04,btcusdt,buy,120,888837,3180262291.2370996,-1.5321613510543775,-1.1552127345266348
train,2026-01-04,btcusdt,sell,120,865473,3058015345.1166997,0.8168830667396535,0.4150564694613905
train,2026-01-04,btcusdt,buy,300,888837,3180262291.2370996,-1.572655838179682,-1.2714480410741034
train,2026-01-04,btcusdt,sell,300,865473,3058015345.1166997,1.1325680646746363,0.4771300291955364
train,2026-01-05,btcusdt,buy,1,1985653,7928002400.4863,-0.08288765962239786,-0.1134839526926307
train,2026-01-05,btcusdt,sell,1,2080098,7798735586.172501,0.02265120599150778,-0.009307338912187121
train,2026-01-05,btcusdt,buy,5,1985653,7928002400.4863,-0.15126791811572768,-0.18587997947207804
train,2026-01-05,btcusdt,sell,5,2080098,7798735586.172501,-0.0694159643111005,-0.09504877402029954
train,2026-01-05,btcusdt,buy,10,1985653,7928002400.4863,-0.17940549626662208,-0.24910914067739356
train,2026-01-05,btcusdt,sell,10,2080098,7798735586.172501,-0.11063442589713866,-0.112048152478678
train,2026-01-05,btcusdt,buy,30,1985653,7928002400.4863,0.025304788006906942,-0.15254646656551288
train,2026-01-05,btcusdt,sell,30,2080098,7798735586.172501,-0.0715846551922325,-0.09368254557719793
train,2026-01-05,btcusdt,buy,60,1985653,7928002400.4863,-0.054426693118613964,-0.25822315316660294
train,2026-01-05,btcusdt,sell,60,2080098,7798735586.172501,0.16205839181761267,0.13408283875406762
train,2026-01-05,btcusdt,buy,120,1985653,7928002400.4863,-0.28916768100752666,-0.480820297438881
train,2026-01-05,btcusdt,sell,120,2080098,7798735586.172501,0.5578918779606391,0.4220646277718326
train,2026-01-05,btcusdt,buy,300,1985653,7928002400.4863,0.024748979659798248,-0.9386110323210725
train,2026-01-05,btcusdt,sell,300,2080098,7798735586.172501,1.1530709653495537,1.2702928662098363
train,2026-01-06,btcusdt,buy,1,1809106,7707838608.9382,0.014379386497635618,-0.029512911047889084
train,2026-01-06,btcusdt,sell,1,1791021,7567789504.919801,0.026568524904283963,-0.04147319859998959
train,2026-01-06,btcusdt,buy,5,1809105,7707838515.066599,-0.17382968602385415,-0.1894671480918653
train,2026-01-06,btcusdt,sell,5,1791017,7567777958.7253,-0.10031903324445755,-0.1952199828804271
train,2026-01-06,btcusdt,buy,10,1808936,7707156124.525099,-0.37303547432051054,-0.3230907772040406
train,2026-01-06,btcusdt,sell,10,1790660,7566064748.2647,0.037284107781428266,-0.15679906093976617
train,2026-01-06,btcusdt,buy,30,1808510,7705399733.651699,-0.7660088339351931,-0.5589579087118473
train,2026-01-06,btcusdt,sell,30,1788990,7561579108.7206,0.17405337693386472,-0.12449697731250488
train,2026-01-06,btcusdt,buy,60,1808004,7703283811.0086,-0.9506936724857223,-0.6894403630500738
train,2026-01-06,btcusdt,sell,60,1788937,7561109159.6026,0.4766685761378133,-0.045769778588322
train,2026-01-06,btcusdt,buy,120,1807837,7703508188.176899,-1.2574232299159973,-0.715521950088343
train,2026-01-06,btcusdt,sell,120,1789811,7564415035.3372,0.8874318767438598,0.2033441471757207
train,2026-01-06,btcusdt,buy,300,1808210,7704009055.964699,-0.5675965925141389,0.170280374823664
train,2026-01-06,btcusdt,sell,300,1788959,7562291893.9707,-0.4818461869662027,-0.9443266674373715
train,2026-01-07,btcusdt,buy,1,1593347,6134721879.0336,-0.02388229920422022,-0.06429661985865302
train,2026-01-07,btcusdt,sell,1,1535124,6169371628.0246,0.06552163666445383,-0.006181977951883925
train,2026-01-07,btcusdt,buy,5,1593347,6134721879.0336,-0.07142298479268988,-0.14592264035450755
train,2026-01-07,btcusdt,sell,5,1535124,6169371628.0246,-0.02846632247702836,-0.1431868676318773
train,2026-01-07,btcusdt,buy,10,1593347,6134721879.0336,-0.07331858599013805,-0.14065224783951455
train,2026-01-07,btcusdt,sell,10,1535124,6169371628.0246,-0.08971774384675239,-0.19562008521135613
train,2026-01-07,btcusdt,buy,30,1593347,6134721879.0336,0.0810503043923208,-0.06523529140890723
train,2026-01-07,btcusdt,sell,30,1535124,6169371628.0246,-0.18465782514369916,-0.2694263954840343
train,2026-01-07,btcusdt,buy,60,1593347,6134721879.0336,0.2171607765049178,0.061026146589133
train,2026-01-07,btcusdt,sell,60,1535124,6169371628.0246,-0.3137617533907622,-0.34524293920192956
train,2026-01-07,btcusdt,buy,120,1593347,6134721879.0336,0.47742771582676125,0.21948200927419567
train,2026-01-07,btcusdt,sell,120,1535124,6169371628.0246,-0.7756198841861781,-0.6588096861037467
train,2026-01-07,btcusdt,buy,300,1593347,6134721879.0336,0.10754642045368787,0.16448710196101232
train,2026-01-07,btcusdt,sell,300,1535124,6169371628.0246,0.22854346931329828,0.08171632115880356
train,2026-01-08,btcusdt,buy,1,1820180,6560969664.919501,-0.12426839752857585,-0.10865031519988907
train,2026-01-08,btcusdt,sell,1,1863032,6959241064.855699,0.04372422068788683,-0.021136783218508922
train,2026-01-08,btcusdt,buy,5,1820180,6560969664.919501,-0.09146532579946971,-0.14422314050404342
train,2026-01-08,btcusdt,sell,5,1863032,6959241064.855699,-0.07425524984712281,-0.11711358498350499
train,2026-01-08,btcusdt,buy,10,1820180,6560969664.919501,-0.09275296680520326,-0.1501394607344482
train,2026-01-08,btcusdt,sell,10,1863032,6959241064.855699,-0.05018253456455723,-0.12555482601327767
train,2026-01-08,btcusdt,buy,30,1820180,6560969664.919501,-0.11472749347455664,-0.2215155610692877
train,2026-01-08,btcusdt,sell,30,1863032,6959241064.855699,0.14638559462493,0.020103054211165743
train,2026-01-08,btcusdt,buy,60,1820180,6560969664.919501,-0.31189443919417914,-0.4548305698036255
train,2026-01-08,btcusdt,sell,60,1863032,6959241064.855699,0.5685429617528429,0.2866056432630536
train,2026-01-08,btcusdt,buy,120,1820180,6560969664.919501,-0.45680782479567283,-0.6873209628387837
train,2026-01-08,btcusdt,sell,120,1863032,6959241064.855699,1.0682634253083445,0.7220376231067769
train,2026-01-08,btcusdt,buy,300,1820180,6560969664.919501,-1.138078807505418,-1.4435963044200648
train,2026-01-08,btcusdt,sell,300,1863032,6959241064.855699,1.9246452987279858,1.6627441847752804
train,2026-01-09,btcusdt,buy,1,1628255,5839824752.717199,-0.07953249925347051,-0.1265106964506981
train,2026-01-09,btcusdt,sell,1,1698249,5861932436.5762005,-0.11050443046647444,-0.1397174807460393
train,2026-01-09,btcusdt,buy,5,1628255,5839824752.717199,-0.08507123026976979,-0.19132930434176193
train,2026-01-09,btcusdt,sell,5,1698249,5861932436.5762005,-0.1860336959325411,-0.2658879740978651
train,2026-01-09,btcusdt,buy,10,1627942,5838883419.283199,-0.12777280000276384,-0.2040694220920307
train,2026-01-09,btcusdt,sell,10,1698081,5861745011.3379,-0.16982483497499518,-0.3008101073461378
train,2026-01-09,btcusdt,buy,30,1626838,5835253250.8298,-0.34892091845351875,-0.3920584607309572
train,2026-01-09,btcusdt,sell,30,1697221,5860542813.2868,-0.01943349719987113,-0.21779722204686378
train,2026-01-09,btcusdt,buy,60,1627444,5836329961.2575,-0.5047702828813845,-0.5462415814719166
train,2026-01-09,btcusdt,sell,60,1697284,5860252392.2585,0.20204313640133648,-0.05779126691754964
train,2026-01-09,btcusdt,buy,120,1626496,5834912194.567299,-1.1307224473757869,-1.118915201903891
train,2026-01-09,btcusdt,sell,120,1697511,5859742620.4104,0.6563596030177691,0.3274558838017449
train,2026-01-09,btcusdt,buy,300,1624449,5828358496.1807995,-2.6678216475111225,-2.4908884097552035
train,2026-01-09,btcusdt,sell,300,1695952,5853146115.0698,1.9019503002732012,1.3575957071051894
train,2026-01-10,btcusdt,buy,1,297638,1034480785.0665002,0.20308221532724002,0.22727992375921469
train,2026-01-10,btcusdt,sell,1,302138,1107366033.2233,0.10857717771279758,0.14957513037329542
train,2026-01-10,btcusdt,buy,5,297638,1034480785.0665002,0.1337189852493485,0.14757407560661623
train,2026-01-10,btcusdt,sell,5,302138,1107366033.2233,-0.000738202070135261,0.026115748402545713
train,2026-01-10,btcusdt,buy,10,297638,1034480785.0665002,0.11394893306431249,0.11486377239055998
train,2026-01-10,btcusdt,sell,10,302138,1107366033.2233,-0.06643313956479317,-0.04986187689854119
train,2026-01-10,btcusdt,buy,30,297638,1034480785.0665002,0.10020442306543409,0.0760336743141995
train,2026-01-10,btcusdt,sell,30,302138,1107366033.2233,-0.06243788996171743,-0.09933640634971651
train,2026-01-10,btcusdt,buy,60,297638,1034480785.0665002,0.09646786137025812,0.047506644880381664
train,2026-01-10,btcusdt,sell,60,302138,1107366033.2233,-0.08874747010703987,-0.13698720330671968
train,2026-01-10,btcusdt,buy,120,297638,1034480785.0665002,0.324422249021484,0.19708881614663532
train,2026-01-10,btcusdt,sell,120,302138,1107366033.2233,-0.08634359694468234,-0.12109986387352757
train,2026-01-10,btcusdt,buy,300,297638,1034480785.0665002,0.5079026476568097,0.2872842730586511
train,2026-01-10,btcusdt,sell,300,302138,1107366033.2233,0.029335857552281373,-0.09345614207918095
train,2026-01-11,btcusdt,buy,1,509129,1784929037.3614001,-0.016231055899270073,0.024962374983231162
train,2026-01-11,btcusdt,sell,1,529224,1847144490.6210003,-0.045549204460247586,-0.04108263672323065
train,2026-01-11,btcusdt,buy,5,509129,1784929037.3614001,-0.08959752661593202,-0.0746233751366166
train,2026-01-11,btcusdt,sell,5,529224,1847144490.6210003,-0.15927903338004873,-0.23389903589739455
train,2026-01-11,btcusdt,buy,10,509129,1784929037.3614001,-0.16450197526670537,-0.14543391436193512
train,2026-01-11,btcusdt,sell,10,529224,1847144490.6210003,-0.07696382211848905,-0.21756583564567047
train,2026-01-11,btcusdt,buy,30,509129,1784929037.3614001,-0.3497364278265327,-0.3268257037838425
train,2026-01-11,btcusdt,sell,30,529224,1847144490.6210003,0.47590474909428127,0.161517820822004
train,2026-01-11,btcusdt,buy,60,509129,1784929037.3614001,-0.3733458014179119,-0.4347678009846675
train,2026-01-11,btcusdt,sell,60,529224,1847144490.6210003,0.4682237512540687,0.17586312877438826
train,2026-01-11,btcusdt,buy,120,509129,1784929037.3614001,-0.4542085270930846,-0.5430441663285263
train,2026-01-11,btcusdt,sell,120,529224,1847144490.6210003,0.4478786900166041,0.1435596012839443
train,2026-01-11,btcusdt,buy,300,509129,1784929037.3614001,-0.7638712036819264,-0.9675961874504821
train,2026-01-11,btcusdt,sell,300,529224,1847144490.6210003,0.6244307112901574,0.3565944841409169
train,2026-01-12,btcusdt,buy,1,1834917,6812668216.5332985,-0.061279942534292114,-0.09537505058703048
train,2026-01-12,btcusdt,sell,1,1946342,7180125360.299899,-0.10398189286079874,-0.11604740706998573
train,2026-01-12,btcusdt,buy,5,1834917,6812668216.5332985,-0.09810902133836873,-0.18740494911597497
train,2026-01-12,btcusdt,sell,5,1946342,7180125360.299899,-0.23643009691370132,-0.2284393553059122
train,2026-01-12,btcusdt,buy,10,1834917,6812668216.5332985,-0.04719333648261022,-0.19603865386057776
train,2026-01-12,btcusdt,sell,10,1946342,7180125360.299899,-0.250069262201703,-0.24667744183643775
train,2026-01-12,btcusdt,buy,30,1834917,6812668216.5332985,0.11258913912706203,-0.09758762890718689
train,2026-01-12,btcusdt,sell,30,1946342,7180125360.299899,-0.4528624694531451,-0.3528327612039037
train,2026-01-12,btcusdt,buy,60,1834917,6812668216.5332985,0.15457430069728323,-0.12210803235339722
train,2026-01-12,btcusdt,sell,60,1946342,7180125360.299899,-0.5494048269982921,-0.32748052856634835
train,2026-01-12,btcusdt,buy,120,1834917,6812668216.5332985,-0.3023949596540392,-0.5534592066074786
train,2026-01-12,btcusdt,sell,120,1946342,7180125360.299899,-0.5401456519121861,-0.19419409919660233
train,2026-01-12,btcusdt,buy,300,1834917,6812668216.5332985,-0.37848247336902047,-0.9875062066185966
train,2026-01-12,btcusdt,sell,300,1946342,7180125360.299899,-0.6359258171038675,0.14283667803544436
train,2026-01-13,btcusdt,buy,1,2167583,8846608683.2447,-0.20609340554998515,-0.19818696270540864
train,2026-01-13,btcusdt,sell,1,2147965,8142016620.5671,0.08474589523531528,0.0038127182181222495
train,2026-01-13,btcusdt,buy,5,2167578,8846606911.6153,-0.6875100625646602,-0.6073428475301007
train,2026-01-13,btcusdt,sell,5,2147965,8142016620.5671,0.3622694109845221,0.15118164348514354
train,2026-01-13,btcusdt,buy,10,2167582,8846608123.8119,-1.2084555020953263,-1.0088121543249695
train,2026-01-13,btcusdt,sell,10,2147923,8141984639.388,0.5468971454853919,0.27400233351292286
train,2026-01-13,btcusdt,buy,30,2167356,8846263579.2657,-1.9363763280403536,-1.4901747223169237
train,2026-01-13,btcusdt,sell,30,2147949,8142002446.405899,0.3494337661458369,0.25941386753864976
train,2026-01-13,btcusdt,buy,60,2167499,8846564133.637499,-1.2781698161593606,-1.1061587182094992
train,2026-01-13,btcusdt,sell,60,2147925,8141903939.074499,-0.2469434990704377,-0.029575095472971734
train,2026-01-13,btcusdt,buy,120,2167242,8846244049.8849,0.12158332973868617,-0.5701736830356879
train,2026-01-13,btcusdt,sell,120,2147838,8141942266.9681,-0.8273803706045078,-0.08149436505463405
train,2026-01-13,btcusdt,buy,300,2167529,8846563283.3893,-0.36426455403363406,-1.183283169198364
train,2026-01-13,btcusdt,sell,300,2147877,8141897570.2836,-0.6685472592587653,0.35951363531474834
train,2026-01-14,btcusdt,buy,1,2163505,7951445728.210999,-0.08867999038739746,-0.13392767621992502
train,2026-01-14,btcusdt,sell,1,2185332,7781980289.346698,0.1044865404814679,-0.011076204807539401
train,2026-01-14,btcusdt,buy,5,2163505,7951445728.210999,-0.22735170336757657,-0.2880820341597428
train,2026-01-14,btcusdt,sell,5,2185332,7781980289.346698,0.04905924491346838,-0.0797804799406758
train,2026-01-14,btcusdt,buy,10,2163505,7951445728.210999,-0.16527116540270484,-0.28100329993201484
train,2026-01-14,btcusdt,sell,10,2185332,7781980289.346698,0.062461987004945,-0.06599249408789057
train,2026-01-14,btcusdt,buy,30,2163505,7951445728.210999,-0.1666756622367736,-0.3438017027677883
train,2026-01-14,btcusdt,sell,30,2185332,7781980289.346698,0.2333133961298735,0.07428561538886809
train,2026-01-14,btcusdt,buy,60,2163505,7951445728.210999,-0.2420790295651108,-0.4589980938624465
train,2026-01-14,btcusdt,sell,60,2185332,7781980289.346698,0.5726226121444163,0.27699430583797163
train,2026-01-14,btcusdt,buy,120,2163505,7951445728.210999,-0.8341371697029809,-0.9930273898601539
train,2026-01-14,btcusdt,sell,120,2185332,7781980289.346698,0.9706087005574984,0.619964024109157
train,2026-01-14,btcusdt,buy,300,2163505,7951445728.210999,-1.997386504308642,-2.441531650181075
train,2026-01-14,btcusdt,sell,300,2185332,7781980289.346698,2.4066101226971557,2.1192623088730516
train,2026-01-15,btcusdt,buy,1,1916494,6641186303.459701,0.09033373229749612,-0.013206263232423604
train,2026-01-15,btcusdt,sell,1,1882089,6352962614.261001,-0.10777056290929377,-0.11205516362206683
train,2026-01-15,btcusdt,buy,5,1916494,6641186303.459701,-0.04910680546614876,-0.16433067912422386
train,2026-01-15,btcusdt,sell,5,1882089,6352962614.261001,-0.21026122197276886,-0.24521049896980454
train,2026-01-15,btcusdt,buy,10,1916494,6641186303.459701,-0.21583669188255117,-0.24056257094268657
train,2026-01-15,btcusdt,sell,10,1882089,6352962614.261001,-0.12565216535816856,-0.22768086245237454
train,2026-01-15,btcusdt,buy,30,1916494,6641186303.459701,-0.2841276078902268,-0.19608566552133253
train,2026-01-15,btcusdt,sell,30,1882089,6352962614.261001,0.03531031583166277,-0.13284118081592292
train,2026-01-15,btcusdt,buy,60,1916494,6641186303.459701,-0.9695941397291925,-0.48693841576148955
train,2026-01-15,btcusdt,sell,60,1882089,6352962614.261001,0.406927131176279,-0.02543066236889698
train,2026-01-15,btcusdt,buy,120,1916494,6641186303.459701,-1.6687648333366851,-0.7467878452077402
train,2026-01-15,btcusdt,sell,120,1882089,6352962614.261001,0.6561999523239925,-0.07885874434363938
train,2026-01-15,btcusdt,buy,300,1916494,6641186303.459701,-0.18289465184857698,0.5520034247925552
train,2026-01-15,btcusdt,sell,300,1882089,6352962614.261001,0.07339079478152438,-0.6864767368106812
train,2026-01-16,btcusdt,buy,1,1157365,4137030198.7509995,0.007240599151188429,-0.012985915767042795
train,2026-01-16,btcusdt,sell,1,1243497,4553215616.716901,0.0136103474434214,-0.03289136835230295
train,2026-01-16,btcusdt,buy,5,1157365,4137030198.7509995,-0.059518943433227986,-0.12335811751573676
train,2026-01-16,btcusdt,sell,5,1243497,4553215616.716901,-0.10613822633345019,-0.19027058053406473
train,2026-01-16,btcusdt,buy,10,1157365,4137030198.7509995,-0.14969474737309132,-0.18942201974519307
train,2026-01-16,btcusdt,sell,10,1243497,4553215616.716901,-0.0077507430680109814,-0.15213299269804123
train,2026-01-16,btcusdt,buy,30,1157365,4137030198.7509995,-0.20409354011275344,-0.23392781758493886
train,2026-01-16,btcusdt,sell,30,1243497,4553215616.716901,0.2920496479992402,-0.0015734977226630248
train,2026-01-16,btcusdt,buy,60,1157365,4137030198.7509995,0.0036471607173632443,-0.1338261078176141
train,2026-01-16,btcusdt,sell,60,1243497,4553215616.716901,0.3395824986904359,0.02529733451575713
train,2026-01-16,btcusdt,buy,120,1157365,4137030198.7509995,0.4000059689929767,0.09011925293103827
train,2026-01-16,btcusdt,sell,120,1243497,4553215616.716901,-0.19015924837561457,-0.2991352753158519
train,2026-01-16,btcusdt,buy,300,1157365,4137030198.7509995,0.0924745644627076,-0.028585510561431614
train,2026-01-16,btcusdt,sell,300,1243497,4553215616.716901,0.3424946156587787,-0.13687061699094422
train,2026-01-17,btcusdt,buy,1,392926,1555309777.0764997,-0.04671733984835963,0.0643896142558392
train,2026-01-17,btcusdt,sell,1,425696,1624173341.1745002,0.10531875572777008,0.1344013957619676
train,2026-01-17,btcusdt,buy,5,392926,1555309777.0764997,-0.0030167166219855534,0.0340788156607134
train,2026-01-17,btcusdt,sell,5,425696,1624173341.1745002,-0.030520239764770578,-0.006457487239868149
train,2026-01-17,btcusdt,buy,10,392926,1555309777.0764997,-0.03175819260278984,-0.004587900036963629
train,2026-01-17,btcusdt,sell,10,425696,1624173341.1745002,-0.06902518737468305,-0.057934530460625085
train,2026-01-17,btcusdt,buy,30,392926,1555309777.0764997,-0.0026808360333992385,-0.023709030499593737
train,2026-01-17,btcusdt,sell,30,425696,1624173341.1745002,-0.25231304887755546,-0.17876821524962833
train,2026-01-17,btcusdt,buy,60,392926,1555309777.0764997,-0.021849033948101525,-0.0529197311598753
train,2026-01-17,btcusdt,sell,60,425696,1624173341.1745002,-0.28357439097343234,-0.1878313948992755
train,2026-01-17,btcusdt,buy,120,392926,1555309777.0764997,0.23452589083590147,0.09762770281085849
train,2026-01-17,btcusdt,sell,120,425696,1624173341.1745002,-0.3391666040492877,-0.1323011173452119
train,2026-01-17,btcusdt,buy,300,392926,1555309777.0764997,0.8751280391069958,0.41926864261848756
train,2026-01-17,btcusdt,sell,300,425696,1624173341.1745002,-0.09885488172945645,0.11493932283371174
train,2026-01-18,btcusdt,buy,1,659635,2548685144.9438,0.10359574581689374,0.08472865773146188
train,2026-01-18,btcusdt,sell,1,670021,2650122304.3234005,-0.09627588271569659,-0.04466759604682262
train,2026-01-18,btcusdt,buy,5,659635,2548685144.9438,0.04510767115889726,0.03180616908780742
train,2026-01-18,btcusdt,sell,5,670021,2650122304.3234005,-0.20914175955103295,-0.22869013694426427
train,2026-01-18,btcusdt,buy,10,659635,2548685144.9438,-0.05881637973419062,0.046830887390739075
train,2026-01-18,btcusdt,sell,10,670021,2650122304.3234005,0.0011117724244578844,-0.27533335776026163
train,2026-01-18,btcusdt,buy,30,659635,2548685144.9438,-0.09144008353148984,0.1562700988641907
train,2026-01-18,btcusdt,sell,30,670021,2650122304.3234005,0.2744544864794043,-0.4146480119095764
train,2026-01-18,btcusdt,buy,60,659635,2548685144.9438,0.8380700233511006,0.8337160183836761
train,2026-01-18,btcusdt,sell,60,670021,2650122304.3234005,-1.4235789469970292,-1.6685643525392797
train,2026-01-18,btcusdt,buy,120,659635,2548685144.9438,1.847813406391465,1.6906147829142657
train,2026-01-18,btcusdt,sell,120,670021,2650122304.3234005,-2.9321728398732376,-2.8888436442898473
train,2026-01-18,btcusdt,buy,300,659635,2548685144.9438,5.021394105296143,5.665493829921193
train,2026-01-18,btcusdt,sell,300,670021,2650122304.3234005,-4.82789503372595,-5.848545342025845
train,2026-01-19,btcusdt,buy,1,1430265,4610528258.3585,0.07132175491959407,0.016895265800028418
train,2026-01-19,btcusdt,sell,1,1395152,4593135510.5735,0.017736636770491927,-0.05371228039664668
train,2026-01-19,btcusdt,buy,5,1430265,4610528258.3585,-0.01815554670128273,-0.13555410264040238
train,2026-01-19,btcusdt,sell,5,1395152,4593135510.5735,-0.4321080827144324,-0.4428081512343441
train,2026-01-19,btcusdt,buy,10,1430265,4610528258.3585,-0.012366938239475064,-0.26766810625474946
train,2026-01-19,btcusdt,sell,10,1395152,4593135510.5735,-0.48558301707555557,-0.5521522639642245
train,2026-01-19,btcusdt,buy,30,1430265,4610528258.3585,-0.1822721030816662,-0.2992548045613842
train,2026-01-19,btcusdt,sell,30,1395152,4593135510.5735,-0.6502627616669926,-0.5746041114323318
train,2026-01-19,btcusdt,buy,60,1430265,4610528258.3585,-0.03984040085139501,-0.3292525676336983
train,2026-01-19,btcusdt,sell,60,1395152,4593135510.5735,-0.8522277725858113,-0.6664906314564347
train,2026-01-19,btcusdt,buy,120,1430265,4610528258.3585,-1.1033492771971605,-0.8970147923066357
train,2026-01-19,btcusdt,sell,120,1395152,4593135510.5735,0.500391338115988,0.027870940223719724
train,2026-01-19,btcusdt,buy,300,1430265,4610528258.3585,-0.6115275529263251,-0.6041515764298642
train,2026-01-19,btcusdt,sell,300,1395152,4593135510.5735,1.4568742082071462,0.4812017095898785
train,2026-01-20,btcusdt,buy,1,2314768,7404604691.482801,0.03382643263062488,-0.07284602597483013
train,2026-01-20,btcusdt,sell,1,2316308,7928640125.042799,-0.06675864091812671,-0.13773434312291538
train,2026-01-20,btcusdt,buy,5,2314768,7404604691.482801,0.04652011356979769,-0.12423356745910855
train,2026-01-20,btcusdt,sell,5,2316308,7928640125.042799,-0.831060379097383,-0.6590426926039882
train,2026-01-20,btcusdt,buy,10,2314768,7404604691.482801,0.13240827024084234,-0.1107966993706331
train,2026-01-20,btcusdt,sell,10,2316308,7928640125.042799,-1.2016736754808808,-0.9348399092900312
train,2026-01-20,btcusdt,buy,30,2314768,7404604691.482801,-0.05857543237204341,-0.20788830337708
train,2026-01-20,btcusdt,sell,30,2316308,7928640125.042799,-1.0954445712772174,-1.0025940374171853
train,2026-01-20,btcusdt,buy,60,2314768,7404604691.482801,0.2587071172488829,0.08706238246831328
train,2026-01-20,btcusdt,sell,60,2316308,7928640125.042799,-1.1599001476972113,-1.0622521380007148
train,2026-01-20,btcusdt,buy,120,2314768,7404604691.482801,-0.29840398721843997,-0.15610368025784283
train,2026-01-20,btcusdt,sell,120,2316308,7928640125.042799,-0.22048064265647052,-0.6434539675951398
train,2026-01-20,btcusdt,buy,300,2314768,7404604691.482801,-1.2827237504122488,-0.6233223688333198
train,2026-01-20,btcusdt,sell,300,2316308,7928640125.042799,1.8168642049541084,0.5028411532875764
train,2026-01-21,btcusdt,buy,1,2727362,8124688426.333599,-0.19976373757831759,-0.2634026275640395
train,2026-01-21,btcusdt,sell,1,2788750,8349874174.0421,-0.12962444801689446,-0.18805718998209314
train,2026-01-21,btcusdt,buy,5,2727362,8124688426.333599,-0.17476668926909295,-0.29103758986217265
train,2026-01-21,btcusdt,sell,5,2788750,8349874174.0421,-0.2247360659241648,-0.27299826787800696
train,2026-01-21,btcusdt,buy,10,2727362,8124688426.333599,-0.20202427252710253,-0.3471832516522493
train,2026-01-21,btcusdt,sell,10,2788750,8349874174.0421,-0.25956666108749055,-0.28099895748214077
train,2026-01-21,btcusdt,buy,30,2727362,8124688426.333599,-0.547433107997986,-0.5928902578496121
train,2026-01-21,btcusdt,sell,30,2788750,8349874174.0421,0.04258222126664096,0.009168245724023437
train,2026-01-21,btcusdt,buy,60,2727362,8124688426.333599,-0.607821966044968,-0.6679486781742783
train,2026-01-21,btcusdt,sell,60,2788750,8349874174.0421,0.12235793076159944,0.09748531314850113
train,2026-01-21,btcusdt,buy,120,2727362,8124688426.333599,-0.6807258341416729,-0.7950123214153623
train,2026-01-21,btcusdt,sell,120,2788750,8349874174.0421,-0.10706361490237622,0.06665901657149112
train,2026-01-21,btcusdt,buy,300,2727362,8124688426.333599,-1.3170374488868553,-1.3402922230385526
train,2026-01-21,btcusdt,sell,300,2788750,8349874174.0421,0.8105224315852321,0.6973932196207133
train,2026-01-22,btcusdt,buy,1,1600939,4326772159.978,-0.16081014645149455,-0.1791268561823966
train,2026-01-22,btcusdt,sell,1,1587281,4363784512.4333,-0.04525805345604795,-0.13738618495723268
train,2026-01-22,btcusdt,buy,5,1600939,4326772159.978,-0.22490630932703695,-0.2889876001299282
train,2026-01-22,btcusdt,sell,5,1587281,4363784512.4333,-0.09794867509988049,-0.22391208462301207
train,2026-01-22,btcusdt,buy,10,1600939,4326772159.978,-0.2520904395605097,-0.30880792741965807
train,2026-01-22,btcusdt,sell,10,1587281,4363784512.4333,-0.0032470349089741063,-0.203183490586757
train,2026-01-22,btcusdt,buy,30,1600939,4326772159.978,-0.2876182300307584,-0.30218675661420086
train,2026-01-22,btcusdt,sell,30,1587281,4363784512.4333,0.25244747323650907,-0.07434959212733173
train,2026-01-22,btcusdt,buy,60,1600939,4326772159.978,-0.15749518474556926,-0.2856791266879697
train,2026-01-22,btcusdt,sell,60,1587281,4363784512.4333,0.26750245826342006,-0.16809918694694137
train,2026-01-22,btcusdt,buy,120,1600939,4326772159.978,0.09008203646799194,-0.018451478009991883
train,2026-01-22,btcusdt,sell,120,1587281,4363784512.4333,0.2547527199795547,-0.17593764220241734
train,2026-01-22,btcusdt,buy,300,1600939,4326772159.978,0.8285728041466167,0.28476287336557204
train,2026-01-22,btcusdt,sell,300,1587281,4363784512.4333,0.2435732584688902,-0.2410451375584389
