asof_mode,split,date,symbol,side,price_location,rows,share_within_side
strictly_previous_bbo,train,2026-01-04,btcusdt,buy,below_bid,5963,0.006708766624251691
same_timestamp_allowed,train,2026-01-04,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-04,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-04,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-04,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-04,btcusdt,sell,above_ask,7445,0.008602232536428058
strictly_previous_bbo,train,2026-01-04,btcusdt,sell,above_ask,7705,0.00890264629861359
same_timestamp_allowed,train,2026-01-04,btcusdt,sell,at_ask,616,0.0007117495288703402
strictly_previous_bbo,train,2026-01-04,btcusdt,sell,at_ask,616,0.0007117495288703402
same_timestamp_allowed,train,2026-01-04,btcusdt,sell,inside_spread,2996,0.003461690890414837
strictly_previous_bbo,train,2026-01-04,btcusdt,sell,inside_spread,2988,0.003452447390039897
same_timestamp_allowed,train,2026-01-04,btcusdt,sell,at_bid,403249,0.4659290353367465
strictly_previous_bbo,train,2026-01-04,btcusdt,sell,at_bid,400806,0.46310630140974934
same_timestamp_allowed,train,2026-01-04,btcusdt,sell,below_bid,451167,0.5212952917075403
strictly_previous_bbo,train,2026-01-04,btcusdt,sell,below_bid,453358,0.5238268553727268
same_timestamp_allowed,train,2026-01-04,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-04,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-04,btcusdt,sell,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-04,btcusdt,sell,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-05,btcusdt,buy,above_ask,1098350,0.5531429711032089
strictly_previous_bbo,train,2026-01-05,btcusdt,buy,above_ask,1102808,0.5553880763658101
same_timestamp_allowed,train,2026-01-05,btcusdt,buy,at_ask,853893,0.430031329743918
strictly_previous_bbo,train,2026-01-05,btcusdt,buy,at_ask,848666,0.4273989463415813
same_timestamp_allowed,train,2026-01-05,btcusdt,buy,inside_spread,6762,0.0034054288438110786
strictly_previous_bbo,train,2026-01-05,btcusdt,buy,inside_spread,6830,0.0034396745050620627
same_timestamp_allowed,train,2026-01-05,btcusdt,buy,at_bid,1759,0.0008858546785364815
strictly_previous_bbo,train,2026-01-05,btcusdt,buy,at_bid,1798,0.0009054955724892516
same_timestamp_allowed,train,2026-01-05,btcusdt,buy,below_bid,24889,0.012534415630525575
strictly_previous_bbo,train,2026-01-05,btcusdt,buy,below_bid,25551,0.012867807215057214
same_timestamp_allowed,train,2026-01-05,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-05,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-05,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-05,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-05,btcusdt,sell,above_ask,26913,0.012938332713170245
strictly_previous_bbo,train,2026-01-05,btcusdt,sell,above_ask,27590,0.013263798147971875
same_timestamp_allowed,train,2026-01-05,btcusdt,sell,at_ask,2236,0.001074949353347775
strictly_previous_bbo,train,2026-01-05,btcusdt,sell,at_ask,2303,0.0011071593742217915
same_timestamp_allowed,train,2026-01-05,btcusdt,sell,inside_spread,6810,0.0032738842112246635
strictly_previous_bbo,train,2026-01-05,btcusdt,sell,inside_spread,6859,0.0032974407936549144
same_timestamp_allowed,train,2026-01-05,btcusdt,sell,at_bid,978640,0.4704778332559331
strictly_previous_bbo,train,2026-01-05,btcusdt,sell,at_bid,973247,0.4678851669488649
same_timestamp_allowed,train,2026-01-05,btcusdt,sell,below_bid,1065499,0.5122350004663242
strictly_previous_bbo,train,2026-01-05,btcusdt,sell,below_bid,1070099,0.5144464347352865
same_timestamp_allowed,train,2026-01-05,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-05,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-05,btcusdt,sell,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-05,btcusdt,sell,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-06,btcusdt,buy,above_ask,957826,0.5294471412952033
strictly_previous_bbo,train,2026-01-06,btcusdt,buy,above_ask,962006,0.5317576747852254
same_timestamp_allowed,train,2026-01-06,btcusdt,buy,at_ask,822825,0.4548240954371938
strictly_previous_bbo,train,2026-01-06,btcusdt,buy,at_ask,817806,0.45204979697154285
same_timestamp_allowed,train,2026-01-06,btcusdt,buy,inside_spread,5931,0.003278414863474003
strictly_previous_bbo,train,2026-01-06,btcusdt,buy,inside_spread,5992,0.0033121331751704984
same_timestamp_allowed,train,2026-01-06,btcusdt,buy,at_bid,1971,0.0010894883992424989
strictly_previous_bbo,train,2026-01-06,btcusdt,buy,at_bid,2001,0.0011060711754866768
same_timestamp_allowed,train,2026-01-06,btcusdt,buy,below_bid,20552,0.011360307245678252
strictly_previous_bbo,train,2026-01-06,btcusdt,buy,below_bid,21300,0.011773771133366424
same_timestamp_allowed,train,2026-01-06,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-06,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-06,btcusdt,buy,missing_bbo,1,5.527592081392688e-7
strictly_previous_bbo,train,2026-01-06,btcusdt,buy,missing_bbo,1,5.527592081392688e-7
same_timestamp_allowed,train,2026-01-06,btcusdt,sell,above_ask,18733,0.010459397181830922
strictly_previous_bbo,train,2026-01-06,btcusdt,sell,above_ask,19402,0.010832927140441123
same_timestamp_allowed,train,2026-01-06,btcusdt,sell,at_ask,1991,0.0011116564239056941
strictly_previous_bbo,train,2026-01-06,btcusdt,sell,at_ask,2041,0.0011395734611710305
same_timestamp_allowed,train,2026-01-06,btcusdt,sell,inside_spread,5622,0.003138991670114421
strictly_previous_bbo,train,2026-01-06,btcusdt,sell,inside_spread,5742,0.0032059925595512282
same_timestamp_allowed,train,2026-01-06,btcusdt,sell,at_bid,784753,0.43815957490169016
strictly_previous_bbo,train,2026-01-06,btcusdt,sell,at_bid,779752,0.4353673128344112
same_timestamp_allowed,train,2026-01-06,btcusdt,sell,below_bid,979919,0.5471287048002229
strictly_previous_bbo,train,2026-01-06,btcusdt,sell,below_bid,984081,0.5494525189821895
same_timestamp_allowed,train,2026-01-06,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-06,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-06,btcusdt,sell,missing_bbo,3,1.6750222359201818e-6
strictly_previous_bbo,train,2026-01-06,btcusdt,sell,missing_bbo,3,1.6750222359201818e-6
same_timestamp_allowed,train,2026-01-07,btcusdt,buy,above_ask,844430,0.5299724416589732
strictly_previous_bbo,train,2026-01-07,btcusdt,buy,above_ask,848232,0.5323586136604268
same_timestamp_allowed,train,2026-01-07,btcusdt,buy,at_ask,724013,0.45439756688279453
strictly_previous_bbo,train,2026-01-07,btcusdt,buy,at_ask,719491,0.451559515912102
same_timestamp_allowed,train,2026-01-07,btcusdt,buy,inside_spread,5056,0.0031731945395447447
strictly_previous_bbo,train,2026-01-07,btcusdt,buy,inside_spread,5088,0.0031932780492886985
same_timestamp_allowed,train,2026-01-07,btcusdt,buy,at_bid,1202,0.0007543868347572751
strictly_previous_bbo,train,2026-01-07,btcusdt,buy,at_bid,1250,0.0007845120993732062
same_timestamp_allowed,train,2026-01-07,btcusdt,buy,below_bid,18646,0.011702410083930243
strictly_previous_bbo,train,2026-01-07,btcusdt,buy,below_bid,19286,0.012104080278809324
same_timestamp_allowed,train,2026-01-07,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-07,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-07,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-07,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-07,btcusdt,sell,above_ask,14449,0.009412268976317223
strictly_previous_bbo,train,2026-01-07,btcusdt,sell,above_ask,14967,0.009749701001352334
same_timestamp_allowed,train,2026-01-07,btcusdt,sell,at_ask,884,0.0005758492473572168
strictly_previous_bbo,train,2026-01-07,btcusdt,sell,at_ask,913,0.000594740229453777
same_timestamp_allowed,train,2026-01-07,btcusdt,sell,inside_spread,4710,0.0030681560577516865
strictly_previous_bbo,train,2026-01-07,btcusdt,sell,inside_spread,4813,0.003135251614853263
same_timestamp_allowed,train,2026-01-07,btcusdt,sell,at_bid,654720,0.4264932344227567
strictly_previous_bbo,train,2026-01-07,btcusdt,sell,at_bid,649978,0.42340423314338127
same_timestamp_allowed,train,2026-01-07,btcusdt,sell,below_bid,860361,0.5604504912958171
strictly_previous_bbo,train,2026-01-07,btcusdt,sell,below_bid,864453,0.5631160740109594
same_timestamp_allowed,train,2026-01-07,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-07,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-07,btcusdt,sell,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-07,btcusdt,sell,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-08,btcusdt,buy,above_ask,975340,0.5358481029348746
strictly_previous_bbo,train,2026-01-08,btcusdt,buy,above_ask,979414,0.5380863431089233
same_timestamp_allowed,train,2026-01-08,btcusdt,buy,at_ask,817662,0.4492204067729565
strictly_previous_bbo,train,2026-01-08,btcusdt,buy,at_ask,812833,0.44656737245766903
same_timestamp_allowed,train,2026-01-08,btcusdt,buy,inside_spread,5494,0.003018382797305761
strictly_previous_bbo,train,2026-01-08,btcusdt,buy,inside_spread,5597,0.0030749706073025743
same_timestamp_allowed,train,2026-01-08,btcusdt,buy,at_bid,1679,0.0009224362425694162
strictly_previous_bbo,train,2026-01-08,btcusdt,buy,at_bid,1700,0.0009339735630542035
same_timestamp_allowed,train,2026-01-08,btcusdt,buy,below_bid,20005,0.01099067125229373
strictly_previous_bbo,train,2026-01-08,btcusdt,buy,below_bid,20636,0.011337340263050907
same_timestamp_allowed,train,2026-01-08,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-08,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-08,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-08,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-08,btcusdt,sell,above_ask,19205,0.010308464910962345
strictly_previous_bbo,train,2026-01-08,btcusdt,sell,above_ask,19825,0.010641255759428717
same_timestamp_allowed,train,2026-01-08,btcusdt,sell,at_ask,1758,0.0009436230832320647
strictly_previous_bbo,train,2026-01-08,btcusdt,sell,at_ask,1785,0.0009581155879233421
same_timestamp_allowed,train,2026-01-08,btcusdt,sell,inside_spread,6442,0.0034578042674521963
strictly_previous_bbo,train,2026-01-08,btcusdt,sell,inside_spread,6529,0.00350450233812409
same_timestamp_allowed,train,2026-01-08,btcusdt,sell,at_bid,796189,0.4273619562090184
strictly_previous_bbo,train,2026-01-08,btcusdt,sell,at_bid,791003,0.4245783217894271
same_timestamp_allowed,train,2026-01-08,btcusdt,sell,below_bid,1039438,0.557928151529335
strictly_previous_bbo,train,2026-01-08,btcusdt,sell,below_bid,1043890,0.5603178045250967
same_timestamp_allowed,train,2026-01-08,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-08,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-08,btcusdt,sell,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-08,btcusdt,sell,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-09,btcusdt,buy,above_ask,945620,0.5807566996569947
strictly_previous_bbo,train,2026-01-09,btcusdt,buy,above_ask,949586,0.5831924360742021
same_timestamp_allowed,train,2026-01-09,btcusdt,buy,at_ask,657126,0.4035768353237054
strictly_previous_bbo,train,2026-01-09,btcusdt,buy,at_ask,652487,0.40072777298396134
same_timestamp_allowed,train,2026-01-09,btcusdt,buy,inside_spread,5825,0.0035774494781222843
strictly_previous_bbo,train,2026-01-09,btcusdt,buy,inside_spread,5938,0.0036468489272257726
same_timestamp_allowed,train,2026-01-09,btcusdt,buy,at_bid,1598,0.0009814187581183536
strictly_previous_bbo,train,2026-01-09,btcusdt,buy,at_bid,1668,0.0010244095672975056
same_timestamp_allowed,train,2026-01-09,btcusdt,buy,below_bid,18081,0.01110452601097494
strictly_previous_bbo,train,2026-01-09,btcusdt,buy,below_bid,18571,0.011405461675229003
same_timestamp_allowed,train,2026-01-09,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-09,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-09,btcusdt,buy,missing_bbo,5,3.0707720842251365e-6
strictly_previous_bbo,train,2026-01-09,btcusdt,buy,missing_bbo,5,3.0707720842251365e-6
same_timestamp_allowed,train,2026-01-09,btcusdt,sell,above_ask,17327,0.01020286188892206
strictly_previous_bbo,train,2026-01-09,btcusdt,sell,above_ask,17781,0.010470196066654537
same_timestamp_allowed,train,2026-01-09,btcusdt,sell,at_ask,1541,0.0009074052156073698
strictly_previous_bbo,train,2026-01-09,btcusdt,sell,at_ask,1571,0.0009250704696425554
same_timestamp_allowed,train,2026-01-09,btcusdt,sell,inside_spread,4907,0.0028894467183552
strictly_previous_bbo,train,2026-01-09,btcusdt,sell,inside_spread,4960,0.002920655333817361
same_timestamp_allowed,train,2026-01-09,btcusdt,sell,at_bid,702666,0.4137591130629254
strictly_previous_bbo,train,2026-01-09,btcusdt,sell,at_bid,697947,0.4109803686031907
same_timestamp_allowed,train,2026-01-09,btcusdt,sell,below_bid,971804,0.5722388177469853
strictly_previous_bbo,train,2026-01-09,btcusdt,sell,below_bid,975986,0.5747013541594902
same_timestamp_allowed,train,2026-01-09,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-09,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-09,btcusdt,sell,missing_bbo,4,2.3553672046914203e-6
strictly_previous_bbo,train,2026-01-09,btcusdt,sell,missing_bbo,4,2.3553672046914203e-6
same_timestamp_allowed,train,2026-01-10,btcusdt,buy,above_ask,109961,0.36944543371478106
strictly_previous_bbo,train,2026-01-10,btcusdt,buy,above_ask,110425,0.3710043744414356
same_timestamp_allowed,train,2026-01-10,btcusdt,buy,at_ask,186425,0.6263481141520908
strictly_previous_bbo,train,2026-01-10,btcusdt,buy,at_ask,185941,0.6247219777044598
same_timestamp_allowed,train,2026-01-10,btcusdt,buy,inside_spread,396,0.0013304752753344666
strictly_previous_bbo,train,2026-01-10,btcusdt,buy,inside_spread,394,0.001323755703236818
same_timestamp_allowed,train,2026-01-10,btcusdt,buy,at_bid,137,0.0004602906886889443
strictly_previous_bbo,train,2026-01-10,btcusdt,buy,at_bid,139,0.00046701026078659313
same_timestamp_allowed,train,2026-01-10,btcusdt,buy,below_bid,719,0.0024156861691047513
strictly_previous_bbo,train,2026-01-10,btcusdt,buy,below_bid,739,0.0024828818900812398
same_timestamp_allowed,train,2026-01-10,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-10,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-10,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-10,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-10,btcusdt,sell,above_ask,722,0.0023896365237077097
strictly_previous_bbo,train,2026-01-10,btcusdt,sell,above_ask,740,0.002449211949506517
same_timestamp_allowed,train,2026-01-10,btcusdt,sell,at_ask,42,0.0001390093268638834
strictly_previous_bbo,train,2026-01-10,btcusdt,sell,at_ask,42,0.0001390093268638834
same_timestamp_allowed,train,2026-01-10,btcusdt,sell,inside_spread,154,0.0005097008651675724
strictly_previous_bbo,train,2026-01-10,btcusdt,sell,inside_spread,153,0.0005063911192898609
same_timestamp_allowed,train,2026-01-10,btcusdt,sell,at_bid,185171,0.6128689539217179
strictly_previous_bbo,train,2026-01-10,btcusdt,sell,at_bid,184775,0.6115582945541441
same_timestamp_allowed,train,2026-01-10,btcusdt,sell,below_bid,116049,0.3840926993625429
strictly_previous_bbo,train,2026-01-10,btcusdt,sell,below_bid,116428,0.3853470930501956
same_timestamp_allowed,train,2026-01-10,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-10,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-10,btcusdt,sell,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-10,btcusdt,sell,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-11,btcusdt,buy,above_ask,242583,0.47646667151154226
strictly_previous_bbo,train,2026-01-11,btcusdt,buy,above_ask,243394,0.4780595880415376
same_timestamp_allowed,train,2026-01-11,btcusdt,buy,at_ask,262408,0.5154057223218477
strictly_previous_bbo,train,2026-01-11,btcusdt,buy,at_ask,261465,0.5135535394762427
same_timestamp_allowed,train,2026-01-11,btcusdt,buy,inside_spread,1260,0.0024748148308189086
strictly_previous_bbo,train,2026-01-11,btcusdt,buy,inside_spread,1271,0.0024964203571197084
same_timestamp_allowed,train,2026-01-11,btcusdt,buy,at_bid,252,0.0004949629661637816
strictly_previous_bbo,train,2026-01-11,btcusdt,buy,at_bid,255,0.0005008553824276362
same_timestamp_allowed,train,2026-01-11,btcusdt,buy,below_bid,2626,0.005157828369627344
strictly_previous_bbo,train,2026-01-11,btcusdt,buy,below_bid,2744,0.005389596742672289
same_timestamp_allowed,train,2026-01-11,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-11,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-11,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-11,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-11,btcusdt,sell,above_ask,2856,0.005396580653938597
strictly_previous_bbo,train,2026-01-11,btcusdt,sell,above_ask,2955,0.005583647000136048
same_timestamp_allowed,train,2026-01-11,btcusdt,sell,at_ask,282,0.0005328556528048614
strictly_previous_bbo,train,2026-01-11,btcusdt,sell,at_ask,281,0.0005309660937523619
same_timestamp_allowed,train,2026-01-11,btcusdt,sell,inside_spread,1649,0.0031158828775716897
strictly_previous_bbo,train,2026-01-11,btcusdt,sell,inside_spread,1667,0.003149894940516681
same_timestamp_allowed,train,2026-01-11,btcusdt,sell,at_bid,269863,0.5099220745846749
strictly_previous_bbo,train,2026-01-11,btcusdt,sell,at_bid,268807,0.5079267002252355
same_timestamp_allowed,train,2026-01-11,btcusdt,sell,below_bid,254574,0.4810326062310099
strictly_previous_bbo,train,2026-01-11,btcusdt,sell,below_bid,255514,0.48280879174035946
same_timestamp_allowed,train,2026-01-11,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-11,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-11,btcusdt,sell,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-11,btcusdt,sell,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-12,btcusdt,buy,above_ask,1043795,0.5688513431397715
strictly_previous_bbo,train,2026-01-12,btcusdt,buy,above_ask,1048020,0.5711538996041783
same_timestamp_allowed,train,2026-01-12,btcusdt,buy,at_ask,762309,0.41544603924864176
strictly_previous_bbo,train,2026-01-12,btcusdt,buy,at_ask,757328,0.4127314750476452
same_timestamp_allowed,train,2026-01-12,btcusdt,buy,inside_spread,6765,0.0036868152619437284
strictly_previous_bbo,train,2026-01-12,btcusdt,buy,inside_spread,6799,0.0037053447104146947
same_timestamp_allowed,train,2026-01-12,btcusdt,buy,at_bid,1412,0.0007695170953236577
strictly_previous_bbo,train,2026-01-12,btcusdt,buy,at_bid,1493,0.0008136607813868421
same_timestamp_allowed,train,2026-01-12,btcusdt,buy,below_bid,20636,0.011246285254319406
strictly_previous_bbo,train,2026-01-12,btcusdt,buy,below_bid,21277,0.011595619856374976
same_timestamp_allowed,train,2026-01-12,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-12,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-12,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-12,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-12,btcusdt,sell,above_ask,21424,0.011007315261141156
strictly_previous_bbo,train,2026-01-12,btcusdt,sell,above_ask,22255,0.011434270030652373
same_timestamp_allowed,train,2026-01-12,btcusdt,sell,at_ask,1560,0.0008015035384326085
strictly_previous_bbo,train,2026-01-12,btcusdt,sell,at_ask,1607,0.0008256514014494883
same_timestamp_allowed,train,2026-01-12,btcusdt,sell,inside_spread,6494,0.003336515370885487
strictly_previous_bbo,train,2026-01-12,btcusdt,sell,inside_spread,6568,0.003374535410529085
same_timestamp_allowed,train,2026-01-12,btcusdt,sell,at_bid,806771,0.4145062892338551
strictly_previous_bbo,train,2026-01-12,btcusdt,sell,at_bid,801756,0.41192966087152205
same_timestamp_allowed,train,2026-01-12,btcusdt,sell,below_bid,1110093,0.5703483765956856
strictly_previous_bbo,train,2026-01-12,btcusdt,sell,below_bid,1114156,0.572435882285847
same_timestamp_allowed,train,2026-01-12,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-12,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-12,btcusdt,sell,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-12,btcusdt,sell,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-13,btcusdt,buy,above_ask,1260126,0.581350748737188
strictly_previous_bbo,train,2026-01-13,btcusdt,buy,above_ask,1265694,0.5839195085032499
same_timestamp_allowed,train,2026-01-13,btcusdt,buy,at_ask,864252,0.3987169118783456
strictly_previous_bbo,train,2026-01-13,btcusdt,buy,at_ask,857622,0.3956582054758687
same_timestamp_allowed,train,2026-01-13,btcusdt,buy,inside_spread,11500,0.0053054485110835435
strictly_previous_bbo,train,2026-01-13,btcusdt,buy,inside_spread,11610,0.0053561962794504295
same_timestamp_allowed,train,2026-01-13,btcusdt,buy,at_bid,1789,0.0008253432509850834
strictly_previous_bbo,train,2026-01-13,btcusdt,buy,at_bid,1815,0.0008373381780536201
same_timestamp_allowed,train,2026-01-13,btcusdt,buy,below_bid,29916,0.013801547622397851
strictly_previous_bbo,train,2026-01-13,btcusdt,buy,below_bid,30842,0.014228751563377273
same_timestamp_allowed,train,2026-01-13,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-13,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-13,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-13,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-13,btcusdt,sell,above_ask,31147,0.014500701827078188
strictly_previous_bbo,train,2026-01-13,btcusdt,sell,above_ask,32035,0.014914116384577961
same_timestamp_allowed,train,2026-01-13,btcusdt,sell,at_ask,1719,0.0008002923697546283
strictly_previous_bbo,train,2026-01-13,btcusdt,sell,at_ask,1752,0.0008156557485806333
same_timestamp_allowed,train,2026-01-13,btcusdt,sell,inside_spread,13270,0.006177940515790527
strictly_previous_bbo,train,2026-01-13,btcusdt,sell,inside_spread,13438,0.006256154080722917
same_timestamp_allowed,train,2026-01-13,btcusdt,sell,at_bid,901586,0.4197396140067459
strictly_previous_bbo,train,2026-01-13,btcusdt,sell,at_bid,895973,0.4171264429355227
same_timestamp_allowed,train,2026-01-13,btcusdt,sell,below_bid,1200242,0.5587809857236966
strictly_previous_bbo,train,2026-01-13,btcusdt,sell,below_bid,1204766,0.5608871652936617
same_timestamp_allowed,train,2026-01-13,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-13,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-13,btcusdt,sell,missing_bbo,1,4.6555693412136605e-7
strictly_previous_bbo,train,2026-01-13,btcusdt,sell,missing_bbo,1,4.6555693412136605e-7
same_timestamp_allowed,train,2026-01-14,btcusdt,buy,above_ask,1252326,0.5788412783885408
strictly_previous_bbo,train,2026-01-14,btcusdt,buy,above_ask,1257325,0.5811518808599934
same_timestamp_allowed,train,2026-01-14,btcusdt,buy,at_ask,883577,0.40840072012775563
strictly_previous_bbo,train,2026-01-14,btcusdt,buy,at_ask,877922,0.4057869059697112
same_timestamp_allowed,train,2026-01-14,btcusdt,buy,inside_spread,6282,0.0029036216694669067
strictly_previous_bbo,train,2026-01-14,btcusdt,buy,inside_spread,6395,0.0029558517313341085
same_timestamp_allowed,train,2026-01-14,btcusdt,buy,at_bid,1361,0.0006290718070908087
strictly_previous_bbo,train,2026-01-14,btcusdt,buy,at_bid,1387,0.0006410893434496338
same_timestamp_allowed,train,2026-01-14,btcusdt,buy,below_bid,19959,0.009225308007145811
strictly_previous_bbo,train,2026-01-14,btcusdt,buy,below_bid,20476,0.009464272095511681
same_timestamp_allowed,train,2026-01-14,btcusdt,buy,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-14,btcusdt,buy,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-14,btcusdt,buy,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-14,btcusdt,buy,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-14,btcusdt,sell,above_ask,24148,0.011050037248344875
strictly_previous_bbo,train,2026-01-14,btcusdt,sell,above_ask,24902,0.011395064914621668
same_timestamp_allowed,train,2026-01-14,btcusdt,sell,at_ask,1679,0.0007683043125712707
strictly_previous_bbo,train,2026-01-14,btcusdt,sell,at_ask,1691,0.0007737954690637395
same_timestamp_allowed,train,2026-01-14,btcusdt,sell,inside_spread,6895,0.0031551270012977434
strictly_previous_bbo,train,2026-01-14,btcusdt,sell,inside_spread,6987,0.0031972258677400046
same_timestamp_allowed,train,2026-01-14,btcusdt,sell,at_bid,914748,0.4185853682644102
strictly_previous_bbo,train,2026-01-14,btcusdt,sell,at_bid,908805,0.41586587301151495
same_timestamp_allowed,train,2026-01-14,btcusdt,sell,below_bid,1237862,0.5664411631733759
strictly_previous_bbo,train,2026-01-14,btcusdt,sell,below_bid,1242947,0.5687680407370597
same_timestamp_allowed,train,2026-01-14,btcusdt,sell,outside_or_ambiguous,0,0.0
strictly_previous_bbo,train,2026-01-14,btcusdt,sell,outside_or_ambiguous,0,0.0
same_timestamp_allowed,train,2026-01-14,btcusdt,sell,missing_bbo,0,0.0
strictly_previous_bbo,train,2026-01-14,btcusdt,sell,missing_bbo,0,0.0
same_timestamp_allowed,train,2026-01-15,btcusdt,buy,above_ask,1111910,0.5801792231021855
strictly_previous_bbo,train,2026-01-15,btcusdt,buy,above_ask,1115696,0.5821547054152009
same_timestamp_allowed,train,2026-01-15,btcusdt,buy,at_ask,780670,0.40734278322812384
strictly_previous_bbo,train,2026-01-15,btcusdt,buy,at_ask,776304,0.4050646649559039
