split,symbol,side,venue,window_seconds,signed_liq_bucket,horizon_seconds,rows,clipped_turnover,weighted_pnl_bps,mean_pnl_bps
validation,btcusdt,buy,binance,60,neg_1e1,120,138525,273045879.28500026,-0.759097330768438,-2.2659825930683564
validation,btcusdt,sell,binance,60,neg_1e1,120,131920,278316155.5619999,-0.6564700510515274,1.9187533901665812
validation,btcusdt,buy,binance,120,neg_1e1,120,132472,241933092.33429983,-0.12530643868565422,0.3141252850383289
validation,btcusdt,sell,binance,120,neg_1e1,120,128601,233480287.0969999,-1.2501030845892886,-0.8620218309003241
validation,btcusdt,buy,binance,300,pos_1e1,120,134665,234743778.34069988,4.9304212510697285,4.747615055586901
validation,btcusdt,sell,binance,300,pos_1e1,120,152343,277702186.2524,-8.773285763822793,-6.173866591004012
validation,btcusdt,sell,binance,1,neg_1e1,300,55910,184718393.06319988,6.646947303362107,2.382501697197158
validation,btcusdt,buy,binance,5,neg_1e1,300,50400,118974545.38679993,-1.1762575493457028,-4.646385970006822
validation,btcusdt,sell,binance,5,neg_1e1,300,57069,151630838.20710012,9.17789389154866,8.800172259523395
validation,btcusdt,buy,binance,10,neg_1e1,300,69709,162346697.83630005,1.6880930467228665,-0.6681980534231868
validation,btcusdt,sell,binance,10,neg_1e1,300,79227,198524849.3204001,3.2073118804540837,4.547106117155202
validation,btcusdt,buy,binance,30,neg_1e1,300,97757,226480874.3548,0.241052772011106,-3.426496518631426
validation,btcusdt,sell,binance,30,neg_1e1,300,106692,245207791.6892,2.91712144851332,5.488997347234418
validation,btcusdt,buy,binance,60,neg_1e1,300,138525,273045879.28500026,-2.421069332290731,-3.7621495556359883
validation,btcusdt,sell,binance,60,neg_1e1,300,131920,278316155.5619999,1.2609086949704957,4.666530897865824
validation,btcusdt,buy,binance,120,neg_1e1,300,132472,241933092.33429983,0.38492525511414183,-0.6577883667599128
validation,btcusdt,sell,binance,120,neg_1e1,300,128601,233480287.0969999,-0.4769580272981258,-0.30552147934393387
validation,btcusdt,buy,binance,300,pos_1e1,300,134665,234743778.34069988,3.2301962959784722,3.938708026969137
validation,btcusdt,sell,binance,300,pos_1e1,300,152343,277702186.2524,-6.267115791803593,-4.912644822870103
validation,btcusdt,buy,binance,1,neg_1e1,30,44921,122185964.8058999,-5.524886308765002,-4.631342353460047
validation,btcusdt,buy,bybit,1,neg_1e5,30,470266,1476017677.070699,-3.663380948677556,-3.642695902792794
