split,date,symbol,venue,side,offset_seconds,rows,mean_return_bps,std_return_bps
train,2025-12-03,btcusdt,bybit,sell,300,814,-3.192872838547838,26.90459899405549
train,2025-12-04,btcusdt,binance,buy,-300,541,-22.092371454977588,17.35415423162677
train,2025-12-04,btcusdt,binance,sell,-300,748,24.035782518353088,17.039657252162016
train,2025-12-04,btcusdt,binance,buy,-120,541,-16.48844262669067,11.832764098272483
train,2025-12-04,btcusdt,binance,sell,-120,748,17.429633635249903,11.522915178167676
train,2025-12-04,btcusdt,binance,buy,-60,541,-12.532957536627672,8.856830863024923
train,2025-12-04,btcusdt,binance,sell,-60,748,12.428069990173462,8.618778126073858
train,2025-12-04,btcusdt,binance,buy,-30,541,-9.411548999354888,7.4377996773961454
train,2025-12-04,btcusdt,binance,sell,-30,748,8.853479229981701,6.843884740637645
train,2025-12-04,btcusdt,binance,buy,-10,541,-4.965401947325783,4.36152571365622
train,2025-12-04,btcusdt,binance,sell,-10,748,4.491683235879706,4.124474404679857
train,2025-12-04,btcusdt,binance,buy,-5,541,-3.1821490025221095,3.0750790103342758
train,2025-12-04,btcusdt,binance,sell,-5,748,2.6958651658703,3.193297756754183
train,2025-12-04,btcusdt,binance,buy,-1,541,-0.3933714760548896,1.3198789686269494
train,2025-12-04,btcusdt,binance,sell,-1,748,0.16138372615316965,1.4842701684276667
train,2025-12-04,btcusdt,binance,buy,0,541,0.0,0.0
train,2025-12-04,btcusdt,binance,sell,0,748,0.0,0.0
train,2025-12-04,btcusdt,binance,buy,1,541,0.06784435227889786,1.3410150431151517
train,2025-12-04,btcusdt,binance,sell,1,748,-0.029383893911417366,1.3940475025076784
train,2025-12-04,btcusdt,binance,buy,5,541,0.18472738952843473,2.9435879023201177
train,2025-12-04,btcusdt,binance,sell,5,748,0.11286688310304116,2.8793525839313836
train,2025-12-04,btcusdt,binance,buy,10,541,0.08852827272232626,4.051053560734261
train,2025-12-04,btcusdt,binance,sell,10,748,0.15963034708509927,3.989263199027797
train,2025-12-04,btcusdt,binance,buy,30,541,-0.645508564634727,7.243688665813433
train,2025-12-04,btcusdt,binance,sell,30,748,-0.4292471638515282,7.008441800611669
train,2025-12-04,btcusdt,binance,buy,60,541,-1.3312684564984818,8.975092927019924
train,2025-12-04,btcusdt,binance,sell,60,748,-1.053677607033619,8.826608699051908
train,2025-12-04,btcusdt,binance,buy,120,541,-1.7510947853916805,14.227160155651557
train,2025-12-04,btcusdt,binance,sell,120,748,-0.7370224762435116,13.273611363261745
train,2025-12-04,btcusdt,binance,buy,300,541,-2.4798373153776656,18.88276310826066
train,2025-12-04,btcusdt,binance,sell,300,748,-0.11559601189469025,18.581179213498928
train,2025-12-04,btcusdt,bybit,buy,-300,344,-35.33971541388241,22.54505974633273
train,2025-12-04,btcusdt,bybit,sell,-300,1211,38.36810639545988,19.069986412166152
train,2025-12-04,btcusdt,bybit,buy,-120,344,-25.07952520517426,16.36337952378323
train,2025-12-04,btcusdt,bybit,sell,-120,1211,27.43882235431848,13.0984162519149
train,2025-12-04,btcusdt,bybit,buy,-60,344,-17.621468870531878,11.120373516640985
train,2025-12-04,btcusdt,bybit,sell,-60,1211,20.33246735716268,11.970743335629559
train,2025-12-04,btcusdt,bybit,buy,-30,344,-14.393448164073199,10.377051561343587
train,2025-12-04,btcusdt,bybit,sell,-30,1211,15.548630932205569,9.983452234882504
train,2025-12-04,btcusdt,bybit,buy,-10,344,-8.373832506593512,6.435404301272625
train,2025-12-04,btcusdt,bybit,sell,-10,1211,9.193303595405881,5.717726397059861
train,2025-12-04,btcusdt,bybit,buy,-5,344,-5.0027914554408905,3.688330045409836
train,2025-12-04,btcusdt,bybit,sell,-5,1211,7.288013180304214,5.632339966955214
train,2025-12-04,btcusdt,bybit,buy,-1,344,-0.504398873499963,1.7298740536596497
train,2025-12-04,btcusdt,bybit,sell,-1,1211,1.1936551851965658,2.858303594632176
train,2025-12-04,btcusdt,bybit,buy,0,344,0.0,0.0
train,2025-12-04,btcusdt,bybit,sell,0,1211,0.0,0.0
train,2025-12-04,btcusdt,bybit,buy,1,344,0.20389718973080248,1.3601830174135723
train,2025-12-04,btcusdt,bybit,sell,1,1211,-0.13370524754044846,2.2798448628525545
train,2025-12-04,btcusdt,bybit,buy,5,344,1.0103486096039367,3.788980259303673
train,2025-12-04,btcusdt,bybit,sell,5,1211,0.810962887899866,3.5901048039891115
train,2025-12-04,btcusdt,bybit,buy,10,344,1.5383512123635406,5.500647417921704
train,2025-12-04,btcusdt,bybit,sell,10,1211,1.0301915618986504,4.946412732387528
train,2025-12-04,btcusdt,bybit,buy,30,344,-0.23698324489630046,10.130977846340839
train,2025-12-04,btcusdt,bybit,sell,30,1211,0.7089912918520802,9.961828600814203
train,2025-12-04,btcusdt,bybit,buy,60,344,-3.6824963251112597,10.668879343506582
train,2025-12-04,btcusdt,bybit,sell,60,1211,-1.4934541119354372,10.725728317371134
train,2025-12-04,btcusdt,bybit,buy,120,344,-8.064102563686202,14.9313042082079
train,2025-12-04,btcusdt,bybit,sell,120,1211,-2.36585026799688,16.129836602738962
train,2025-12-04,btcusdt,bybit,buy,300,344,-4.698999705128078,17.892698471778317
train,2025-12-04,btcusdt,bybit,sell,300,1211,-0.4396439476935547,19.433390155308544
train,2025-12-05,btcusdt,binance,buy,-300,535,-23.40901465209912,27.825101407790534
train,2025-12-05,btcusdt,binance,sell,-300,981,28.216185837824685,20.5688854766694
train,2025-12-05,btcusdt,binance,buy,-120,535,-17.572227795993587,15.684871890363423
train,2025-12-05,btcusdt,binance,sell,-120,981,17.806731192595283,13.207950100353521
train,2025-12-05,btcusdt,binance,buy,-60,535,-12.658801754034034,11.378391379583531
train,2025-12-05,btcusdt,binance,sell,-60,981,13.417908359981482,10.30637342573998
