split,date,symbol,side,price_location,rows,share_within_side
train,2025-12-19,btcusdt,buy,at_ask,946700,0.37031560731446667
train,2025-12-19,btcusdt,buy,inside_spread,10256,0.004011785009630475
train,2025-12-19,btcusdt,buy,at_bid,2341,0.0009157165276467376
train,2025-12-19,btcusdt,buy,below_bid,34197,0.013376658733846854
train,2025-12-19,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-19,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-19,btcusdt,sell,above_ask,36258,0.014636001220675925
train,2025-12-19,btcusdt,sell,at_ask,1959,0.0007907751776519427
train,2025-12-19,btcusdt,sell,inside_spread,9978,0.00402774615753501
train,2025-12-19,btcusdt,sell,at_bid,946462,0.3820513814144017
train,2025-12-19,btcusdt,sell,below_bid,1482659,0.5984940960297354
train,2025-12-19,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-19,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-20,btcusdt,buy,above_ask,214264,0.46591689933808245
train,2025-12-20,btcusdt,buy,at_ask,242761,0.5278836034061356
train,2025-12-20,btcusdt,buy,inside_spread,660,0.001435169480468648
train,2025-12-20,btcusdt,buy,at_bid,157,0.00034139637641451175
train,2025-12-20,btcusdt,buy,below_bid,2034,0.004422931398898834
train,2025-12-20,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-20,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-20,btcusdt,sell,above_ask,1989,0.004286721078641612
train,2025-12-20,btcusdt,sell,at_ask,280,0.000603459980904802
train,2025-12-20,btcusdt,sell,inside_spread,988,0.0021293516469069445
train,2025-12-20,btcusdt,sell,at_bid,245680,0.5294930289596135
train,2025-12-20,btcusdt,sell,below_bid,215054,0.4634874383339332
train,2025-12-20,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-20,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-21,btcusdt,buy,above_ask,505400,0.5377717055896761
train,2025-12-21,btcusdt,buy,at_ask,423422,0.45054287915352564
train,2025-12-21,btcusdt,buy,inside_spread,2442,0.0025984141374158867
train,2025-12-21,btcusdt,buy,at_bid,643,0.0006841852130869841
train,2025-12-21,btcusdt,buy,below_bid,7897,0.008402815906295356
train,2025-12-21,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-21,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-21,btcusdt,sell,above_ask,7387,0.00790028972363424
train,2025-12-21,btcusdt,sell,at_ask,756,0.0008085310722982924
train,2025-12-21,btcusdt,sell,inside_spread,2659,0.0028437620651338086
train,2025-12-21,btcusdt,sell,at_bid,413647,0.44238948738488326
train,2025-12-21,btcusdt,sell,below_bid,510580,0.5460579297540504
train,2025-12-21,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-21,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-22,btcusdt,buy,above_ask,1243204,0.594054220652779
train,2025-12-22,btcusdt,buy,at_ask,800270,0.3824020604517034
train,2025-12-22,btcusdt,buy,inside_spread,7514,0.0035904995591913968
train,2025-12-22,btcusdt,buy,at_bid,1571,0.0007506886887795694
train,2025-12-22,btcusdt,buy,below_bid,27343,0.013065614778675854
train,2025-12-22,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-22,btcusdt,buy,missing_bbo,12843,0.006136915868870789
train,2025-12-22,btcusdt,sell,above_ask,26814,0.012862498291092334
train,2025-12-22,btcusdt,sell,at_ask,1976,0.0009478741188632227
train,2025-12-22,btcusdt,sell,inside_spread,7652,0.00367061374369503
train,2025-12-22,btcusdt,sell,at_bid,801191,0.3843260188087774
train,2025-12-22,btcusdt,sell,below_bid,1236993,0.5933773531958372
train,2025-12-22,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-22,btcusdt,sell,missing_bbo,10039,0.004815641841734763
train,2025-12-23,btcusdt,buy,above_ask,1013171,0.5826331031563838
train,2025-12-23,btcusdt,buy,at_ask,700036,0.4025620028614936
train,2025-12-23,btcusdt,buy,inside_spread,5597,0.003218605228896485
train,2025-12-23,btcusdt,buy,at_bid,1780,0.0010236050218752444
train,2025-12-23,btcusdt,buy,below_bid,18368,0.010562683731350837
train,2025-12-23,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-23,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-23,btcusdt,sell,above_ask,17662,0.010169458344776996
train,2025-12-23,btcusdt,sell,at_ask,1076,0.0006195412285686813
train,2025-12-23,btcusdt,sell,inside_spread,5356,0.0030838873793809078
train,2025-12-23,btcusdt,sell,at_bid,682824,0.3931576392715439
train,2025-12-23,btcusdt,sell,below_bid,1029851,0.5929694737757295
train,2025-12-23,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-23,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-24,btcusdt,buy,above_ask,609903,0.5395041787263554
train,2025-12-24,btcusdt,buy,at_ask,506467,0.4480074091896597
train,2025-12-24,btcusdt,buy,inside_spread,3070,0.002715641386728563
train,2025-12-24,btcusdt,buy,at_bid,610,0.000539589982379291
train,2025-12-24,btcusdt,buy,below_bid,10438,0.009233180714877115
train,2025-12-24,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-24,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-24,btcusdt,sell,above_ask,10027,0.008834376800663965
train,2025-12-24,btcusdt,sell,at_ask,819,0.0007215871746029508
train,2025-12-24,btcusdt,sell,inside_spread,2823,0.0024872290523859954
train,2025-12-24,btcusdt,sell,at_bid,486105,0.4282870983032569
train,2025-12-24,btcusdt,sell,below_bid,635224,0.5596697086690902
train,2025-12-24,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-24,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-25,btcusdt,buy,above_ask,393255,0.5204195063852313
train,2025-12-25,btcusdt,buy,at_ask,351959,0.46576986700191886
train,2025-12-25,btcusdt,buy,inside_spread,2206,0.0029193409647323494
train,2025-12-25,btcusdt,buy,at_bid,556,0.0007357903791437835
train,2025-12-25,btcusdt,buy,below_bid,7674,0.010155495268973731
train,2025-12-25,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-25,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-25,btcusdt,sell,above_ask,6156,0.007802508818381271
train,2025-12-25,btcusdt,sell,at_ask,390,0.0004943109875192813
train,2025-12-25,btcusdt,sell,inside_spread,1722,0.002182573129508211
train,2025-12-25,btcusdt,sell,at_bid,366204,0.4641504124961818
train,2025-12-25,btcusdt,sell,below_bid,414505,0.5253701945684095
train,2025-12-25,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-25,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-26,btcusdt,buy,above_ask,1002798,0.554759975105456
train,2025-12-26,btcusdt,buy,at_ask,766963,0.42429320240647256
train,2025-12-26,btcusdt,buy,inside_spread,6562,0.0036301777193831685
train,2025-12-26,btcusdt,buy,at_bid,1984,0.001097572781965286
train,2025-12-26,btcusdt,buy,below_bid,29318,0.01621907198672291
train,2025-12-26,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-26,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-26,btcusdt,sell,above_ask,27395,0.01522505233872254
train,2025-12-26,btcusdt,sell,at_ask,1942,0.0010792864260558194
train,2025-12-26,btcusdt,sell,inside_spread,6478,0.0036002149680687944
train,2025-12-26,btcusdt,sell,at_bid,748941,0.41623164532269386
train,2025-12-26,btcusdt,sell,below_bid,1014581,0.563863800944459
train,2025-12-26,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-26,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-27,btcusdt,buy,above_ask,136087,0.40460057856571596
train,2025-12-27,btcusdt,buy,at_ask,197816,0.5881272131030566
train,2025-12-27,btcusdt,buy,inside_spread,631,0.0018760275784973346
train,2025-12-27,btcusdt,buy,at_bid,125,0.0003716377928877446
train,2025-12-27,btcusdt,buy,below_bid,1690,0.005024542959842306
train,2025-12-27,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-27,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-27,btcusdt,sell,above_ask,1514,0.004130788287550885
train,2025-12-27,btcusdt,sell,at_ask,137,0.0003737899573279202
train,2025-12-27,btcusdt,sell,inside_spread,525,0.001432406770782176
train,2025-12-27,btcusdt,sell,at_bid,228611,0.6237408462386362
train,2025-12-27,btcusdt,sell,below_bid,135729,0.3703221687457028
train,2025-12-27,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-27,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-28,btcusdt,buy,above_ask,198974,0.43913054033356214
train,2025-12-28,btcusdt,buy,at_ask,251104,0.5541801200152723
train,2025-12-28,btcusdt,buy,inside_spread,640,0.0014124636676826107
train,2025-12-28,btcusdt,buy,at_bid,208,0.00045905069199684846
train,2025-12-28,btcusdt,buy,below_bid,2183,0.004817825291486154
train,2025-12-28,btcusdt,buy,outside_or_ambiguous,0,0.0
train,2025-12-28,btcusdt,buy,missing_bbo,0,0.0
train,2025-12-28,btcusdt,sell,above_ask,3297,0.007613685698186756
train,2025-12-28,btcusdt,sell,at_ask,285,0.0006581438956576359
train,2025-12-28,btcusdt,sell,inside_spread,634,0.0014640815082348812
train,2025-12-28,btcusdt,sell,at_bid,236861,0.546977618488994
train,2025-12-28,btcusdt,sell,below_bid,191959,0.4432864704089267
train,2025-12-28,btcusdt,sell,outside_or_ambiguous,0,0.0
train,2025-12-28,btcusdt,sell,missing_bbo,0,0.0
train,2025-12-29,btcusdt,buy,above_ask,1034019,0.5308541769344505
train,2025-12-29,btcusdt,buy,at_ask,880655,0.45211875718744865
train,2025-12-29,btcusdt,buy,inside_spread,5968,0.0030639066863808115
train,2025-12-29,btcusdt,buy,at_bid,2197,0.0011279160505996385
train,2025-12-29,btcusdt,buy,below_bid,25001,0.01283524314112042
train,2025-12-29,btcusdt,buy,outside_or_ambiguous,0,0.0
