split,date,venue,symbol,side,rows,mean_notional,notional_sum,clipped_turnover
train,2026-01-13,bybit,ethusdt,buy,1790,20792.91408603352,37219316.214,17846961.227799997
train,2026-01-13,bybit,ethusdt,sell,105,12929.399355238098,1357586.9323000002,1182648.0547
train,2026-01-14,binance,ethusdt,buy,874,8218.841835228834,7183267.76399,5693095.57977
train,2026-01-14,binance,ethusdt,sell,554,9047.534420884476,5012334.06917,3721026.6049499996
train,2026-01-14,bybit,ethusdt,buy,703,9978.991309103842,7015230.8903,4308608.0248
train,2026-01-14,bybit,ethusdt,sell,295,9190.514119661018,2711201.6653000005,1297153.5862
train,2026-01-15,binance,ethusdt,buy,539,6884.660453840445,3710831.9846200002,3380228.16079
train,2026-01-15,binance,ethusdt,sell,720,8477.313563055555,6103665.7654,4904202.27839
train,2026-01-15,bybit,ethusdt,buy,217,13061.367166359447,2834316.6751,1547530.3733
train,2026-01-15,bybit,ethusdt,sell,623,12142.431603210272,7564734.8888,4011982.5542
train,2026-01-16,binance,ethusdt,buy,327,9488.92061116208,3102877.0398500003,1738918.61023
train,2026-01-16,binance,ethusdt,sell,427,6063.7108631381725,2589204.53856,2175199.62044
train,2026-01-16,bybit,ethusdt,buy,102,4242.3444362745095,432719.1325,432719.1325
train,2026-01-16,bybit,ethusdt,sell,358,6562.207796927375,2349270.3913000003,1748001.85
train,2026-01-17,binance,ethusdt,buy,186,7299.715818064515,1357747.1421599998,907076.69148
train,2026-01-17,binance,ethusdt,sell,145,7372.118643379311,1068957.20329,519223.73891
train,2026-01-17,bybit,ethusdt,buy,92,3153.156870652175,290090.4321000001,290090.4321000001
train,2026-01-17,bybit,ethusdt,sell,36,2468.433019444445,88863.58870000002,88863.58870000002
train,2026-01-18,binance,ethusdt,buy,270,4100.9765435555555,1107263.66676,1107263.66676
train,2026-01-18,binance,ethusdt,sell,331,10038.090217190333,3322607.86189,2380606.67367
train,2026-01-18,bybit,ethusdt,buy,252,9510.81822936508,2396726.1938000005,1471306.0272000001
train,2026-01-18,bybit,ethusdt,sell,397,9348.392969017632,3711312.0087,2805773.5769
train,2026-01-19,binance,ethusdt,buy,328,5772.728174451219,1893454.8412199998,1625170.77792
train,2026-01-19,binance,ethusdt,sell,654,12972.15759377676,8483791.06633,4389494.68216
train,2026-01-19,bybit,ethusdt,buy,147,6443.75520612245,947232.0153000001,675433.4633000001
train,2026-01-19,bybit,ethusdt,sell,1564,13510.329352493605,21130155.1073,12315316.637200002
train,2026-01-20,binance,ethusdt,buy,356,8388.44588511236,2986286.7351,2474048.2248600004
train,2026-01-20,binance,ethusdt,sell,1308,36989.978803019876,48382892.27435,8202874.94104
train,2026-01-20,bybit,ethusdt,buy,113,8867.45578938053,1002022.5041999999,721489.7326
train,2026-01-20,bybit,ethusdt,sell,4046,16158.977734651511,65379223.91440001,33675552.299600005
train,2026-01-21,binance,ethusdt,buy,949,11164.174524604847,10594801.62385,6538009.51948
train,2026-01-21,binance,ethusdt,sell,1190,28559.57674818487,33985896.33034,8401508.46768
train,2026-01-21,bybit,ethusdt,buy,641,10024.509564274571,6425710.6307,4668068.475099999
train,2026-01-21,bybit,ethusdt,sell,1954,8094.4516163254875,15816558.458300002,11589597.7821
train,2026-01-22,binance,ethusdt,buy,422,10924.266628388625,4610040.5171799995,2807374.64451
train,2026-01-22,binance,ethusdt,sell,793,8695.688092900378,6895680.65767,4837378.81342
train,2026-01-22,bybit,ethusdt,buy,113,6744.52773362832,762131.6339000001,653694.7339
train,2026-01-22,bybit,ethusdt,sell,667,9375.207417391304,6253263.3474,4058387.4765
train,2026-01-23,binance,ethusdt,buy,455,8656.960213428572,3938916.8971100003,2629789.33574
train,2026-01-23,binance,ethusdt,sell,657,7939.537543059359,5216276.165789999,3933580.5041
train,2026-01-23,bybit,ethusdt,buy,335,10267.159118208954,3439498.3045999995,2135957.9358
train,2026-01-23,bybit,ethusdt,sell,627,10008.078210526317,6275065.038000001,4185704.3251
train,2026-01-24,binance,ethusdt,buy,99,8089.2321808080815,800833.9859000001,569633.65464
train,2026-01-24,binance,ethusdt,sell,211,2807.5188090047395,592386.4687000001,592386.4687000001
train,2026-01-24,bybit,ethusdt,buy,17,2013.7694705882352,34234.081,34234.081
train,2026-01-24,bybit,ethusdt,sell,69,5731.609956521739,395481.087,348835.087
train,2026-01-25,binance,ethusdt,buy,236,7335.269027245763,1731123.49043,1495087.5321
train,2026-01-25,binance,ethusdt,sell,1040,46369.298735057695,48224070.68446,6873362.24434
train,2026-01-25,bybit,ethusdt,buy,53,6801.915220754718,360501.5067,322154.9783
train,2026-01-25,bybit,ethusdt,sell,2683,10975.63861565412,29447638.4058,18350630.013899997
train,2026-01-26,binance,ethusdt,buy,702,8866.365631638177,6224188.67341,4603119.968359999
train,2026-01-26,binance,ethusdt,sell,551,7528.947919854808,4148450.3038399993,2837541.19278
train,2026-01-26,bybit,ethusdt,buy,646,18257.395096439624,11794277.232299998,6849754.1754
train,2026-01-26,bybit,ethusdt,sell,213,7744.694602347417,1649619.9502999997,1327808.7415999998
train,2026-01-27,binance,ethusdt,buy,657,20697.929229573823,13598539.50383,5009515.14255
train,2026-01-27,binance,ethusdt,sell,565,7301.302795681415,4125236.0795599995,2643991.3624299997
train,2026-01-27,bybit,ethusdt,buy,707,9625.270192644979,6805066.0262,4487892.633199999
train,2026-01-27,bybit,ethusdt,sell,167,6211.888138922156,1037385.3192,994946.4776
train,2026-01-28,binance,ethusdt,buy,557,6017.599914883303,3351803.15259,2756269.3059900003
train,2026-01-28,binance,ethusdt,sell,545,5165.7201852477065,2815317.50096,2466239.89867
train,2026-01-28,bybit,ethusdt,buy,240,9568.47156,2296433.1744,1372636.2888
train,2026-01-28,bybit,ethusdt,sell,253,11220.637416996047,2838821.2665,1760058.9982000003
train,2026-01-29,binance,ethusdt,buy,495,11618.42800260606,5751121.86129,3648824.82284
train,2026-01-29,binance,ethusdt,sell,1418,6340.6894021650205,8991097.572269998,7566374.9781
train,2026-01-29,bybit,ethusdt,buy,210,13741.703113809524,2885757.6539000003,1695585.0532
train,2026-01-29,bybit,ethusdt,sell,2675,13020.781552598131,34830590.6532,20379310.8989
train,2026-01-30,binance,ethusdt,buy,816,6587.243871384803,5375190.99905,4741384.52991
train,2026-01-30,binance,ethusdt,sell,1681,9920.853242688876,16676954.30096,9398798.099609999
train,2026-01-30,bybit,ethusdt,buy,319,8200.587634169278,2615987.4552999996,1934589.7264999999
train,2026-01-30,bybit,ethusdt,sell,4191,9929.686326127417,41615315.3928,27150227.434699997
train,2026-01-31,binance,ethusdt,buy,1008,7124.666455823412,7181663.78747,5912187.27531
train,2026-01-31,binance,ethusdt,sell,2048,19427.778543310546,39788090.4567,11113049.05246
train,2026-01-31,bybit,ethusdt,buy,703,14060.026940398295,9884198.939100001,5528704.102299999
train,2026-01-31,bybit,ethusdt,sell,13329,10916.032828914398,145499801.57660002,85814254.55360001
validation,2026-02-01,binance,ethusdt,buy,1095,9349.57711347032,10237786.93925,6585345.3602
validation,2026-02-01,binance,ethusdt,sell,1855,10634.00523309973,19726079.707399998,9834730.21079
validation,2026-02-01,bybit,ethusdt,buy,539,10914.039651762525,5882667.372300001,3891639.1148
validation,2026-02-01,bybit,ethusdt,sell,2472,8446.795220226537,20880477.7844,13996349.533799998
validation,2026-02-02,binance,ethusdt,buy,1465,10493.01137803413,15372261.668820001,8562805.49824
validation,2026-02-02,binance,ethusdt,sell,1651,7255.979785408843,11979622.62571,9217119.36161
validation,2026-02-02,bybit,ethusdt,buy,1018,7223.233647740668,7353251.8534,5904195.5030000005
validation,2026-02-02,bybit,ethusdt,sell,2460,8420.257351341463,20713833.084299996,13113672.267900001
validation,2026-02-03,binance,ethusdt,buy,1185,9528.263771620255,11290992.569370002,7929756.588630001
validation,2026-02-03,binance,ethusdt,sell,2042,10133.853816993143,20693329.4943,10484385.97608
validation,2026-02-03,bybit,ethusdt,buy,838,9034.04596837709,7570530.521500001,5332807.4319
validation,2026-02-03,bybit,ethusdt,sell,3521,7916.513780715705,27874045.0219,18263977.4124
validation,2026-02-04,binance,ethusdt,buy,1135,10059.098433374449,11417076.72188,7075574.5265500005
validation,2026-02-04,binance,ethusdt,sell,1758,8869.448107064847,15592489.77222,9597230.370140001
validation,2026-02-04,bybit,ethusdt,buy,627,13230.572332057416,8295568.8522,4458315.5412
validation,2026-02-04,bybit,ethusdt,sell,2724,7745.08815811307,21097620.1427,14378856.2606
validation,2026-02-05,binance,ethusdt,buy,1906,9104.12277625918,17352458.011549998,10457512.596859999
validation,2026-02-05,binance,ethusdt,sell,3407,7448.5969164866465,25377369.694470003,17096629.08044
validation,2026-02-05,bybit,ethusdt,buy,1277,7702.666651918559,9836305.3145,6873103.451
validation,2026-02-05,bybit,ethusdt,sell,10323,7178.669243175433,74105402.5973,50021660.5721
validation,2026-02-06,binance,ethusdt,buy,2392,6803.0871018436455,16272984.34761,11832354.55861
validation,2026-02-06,binance,ethusdt,sell,1850,7944.299426513514,14696953.93905,9947177.36254
validation,2026-02-06,bybit,ethusdt,buy,2044,7637.558165264189,15611168.889800001,10659975.958700001
validation,2026-02-06,bybit,ethusdt,sell,3891,7900.727502698535,30741730.713,16670914.393
validation,2026-02-07,binance,ethusdt,buy,1173,7421.132374245524,8704988.27499,6352373.875600001
validation,2026-02-07,binance,ethusdt,sell,1195,6289.4698016234315,7515916.41294,5875382.57137
validation,2026-02-07,bybit,ethusdt,buy,1184,10129.486211824324,11993311.6748,7602027.8985
validation,2026-02-07,bybit,ethusdt,sell,1028,7531.735431614786,7742624.0237,5130127.9648
validation,2026-02-08,binance,ethusdt,buy,788,8985.687311370559,7080721.601360001,4344989.62738
validation,2026-02-08,binance,ethusdt,sell,692,6871.089152745666,4754793.693700001,3964065.8010099996
validation,2026-02-08,bybit,ethusdt,buy,637,5040.214822762952,3210616.8421000005,3061866.3148000003
validation,2026-02-08,bybit,ethusdt,sell,568,10900.623637499999,6191554.2261,2969811.6241
validation,2026-02-09,binance,ethusdt,buy,852,12608.275868967135,10742251.04036,5968097.286719999
validation,2026-02-09,binance,ethusdt,sell,1011,6547.018387210683,6619035.58947,5140794.0043
validation,2026-02-09,bybit,ethusdt,buy,780,6425.578682435898,5011951.372300001,4033960.289
validation,2026-02-09,bybit,ethusdt,sell,813,5563.183200246002,4522867.9418,3377715.7139999997
validation,2026-02-10,binance,ethusdt,buy,560,6050.976149607143,3388546.64378,2917648.88002
validation,2026-02-10,binance,ethusdt,sell,903,8043.121587973422,7262938.79394,5088187.655809999
validation,2026-02-10,bybit,ethusdt,buy,274,9153.934510583942,2508178.0559,1940883.7931000001
validation,2026-02-10,bybit,ethusdt,sell,825,8013.076583030303,6610788.181,4626278.995999999
validation,2026-02-11,binance,ethusdt,buy,887,8515.266427880497,7553041.32153,5074795.17968
validation,2026-02-11,binance,ethusdt,sell,1394,7249.744093228121,10106143.26596,6386896.358169999
validation,2026-02-11,bybit,ethusdt,buy,675,10253.672116740741,6921228.6788,4399872.8345
validation,2026-02-11,bybit,ethusdt,sell,1779,6622.733908150647,11781843.6226,8738333.256900001
validation,2026-02-12,binance,ethusdt,buy,786,5393.152872938932,4239018.15813,3481157.09156
validation,2026-02-12,binance,ethusdt,sell,968,4990.878548791323,4831170.435230001,4150916.2842400004
validation,2026-02-12,bybit,ethusdt,buy,322,7655.923002795032,2465207.2069,1832894.0739000002
validation,2026-02-12,bybit,ethusdt,sell,722,8446.556276038782,6098413.6313000005,4223696.2931
validation,2026-02-13,binance,ethusdt,buy,859,7160.96285153667,6151267.08947,3692108.39389
validation,2026-02-13,binance,ethusdt,sell,581,4913.178232065405,2854556.55283,2083554.7114
validation,2026-02-13,bybit,ethusdt,buy,1029,8856.328673858116,9113162.205400001,6640017.8968
validation,2026-02-13,bybit,ethusdt,sell,161,9312.988382608695,1499391.1295999999,907360.6479999998
validation,2026-02-14,binance,ethusdt,buy,582,4680.610265841925,2724115.1747200005,2399502.4607300004
validation,2026-02-14,binance,ethusdt,sell,388,5363.92597023196,2081203.2764500002,1659375.59637
validation,2026-02-14,bybit,ethusdt,buy,546,7630.953392490842,4166500.5522999996,3212105.7468
validation,2026-02-14,bybit,ethusdt,sell,129,10632.770996899226,1371627.4586,606110.6494
validation,2026-02-15,binance,ethusdt,buy,626,6510.677610766773,4075684.1843399997,3375032.59083
validation,2026-02-15,binance,ethusdt,sell,1026,6389.525295165692,6555652.95284,5436249.141690001
validation,2026-02-15,bybit,ethusdt,buy,216,11505.903913888886,2485275.2453999994,1324134.5026
validation,2026-02-15,bybit,ethusdt,sell,1724,8607.683836774942,14839646.9346,10379121.6039
validation,2026-02-16,binance,ethusdt,buy,662,7338.922906374623,4858366.964020001,3873957.1269
validation,2026-02-16,binance,ethusdt,sell,659,10122.20269828528,6670531.57817,4012121.2456900002
validation,2026-02-16,bybit,ethusdt,buy,429,7145.200889044289,3065291.1814,2429020.2583
validation,2026-02-16,bybit,ethusdt,sell,514,5433.8436640077825,2792995.6433,2393535.1446
validation,2026-02-17,binance,ethusdt,buy,554,6341.358223574008,3513112.45586,2715750.9527399996
validation,2026-02-17,binance,ethusdt,sell,763,5957.161802280472,4545314.45514,3386566.0736499997
validation,2026-02-17,bybit,ethusdt,buy,412,8284.480604126213,3413206.0089,2602779.8672
validation,2026-02-17,bybit,ethusdt,sell,521,12073.77028349328,6290434.3177,3921790.89
validation,2026-02-18,binance,ethusdt,buy,505,7436.455733366336,3755410.14535,2399624.17852
validation,2026-02-18,binance,ethusdt,sell,793,18172.253700504414,14410597.184500001,4017816.91022
validation,2026-02-18,bybit,ethusdt,buy,341,6381.048800293255,2175937.6409,1609685.4886
validation,2026-02-18,bybit,ethusdt,sell,859,7202.700838533178,6187120.0203,4429028.4683
validation,2026-02-19,binance,ethusdt,buy,451,11817.120722838139,5329521.446,2073164.0627
validation,2026-02-19,binance,ethusdt,sell,767,5231.503425632333,4012563.1274599996,3840213.33505
validation,2026-02-19,bybit,ethusdt,buy,222,11433.07948918919,2538143.6466,1150065.3539
validation,2026-02-19,bybit,ethusdt,sell,614,8104.177119543973,4975964.7513999995,3293076.3181999996
validation,2026-02-20,binance,ethusdt,buy,518,9041.34926868726,4683418.9211800005,3572652.5675600003
validation,2026-02-20,binance,ethusdt,sell,588,5544.264709965986,3260027.64946,2812381.79686
validation,2026-02-20,bybit,ethusdt,buy,376,6414.669993882979,2411915.9177,2235751.4191
validation,2026-02-20,bybit,ethusdt,sell,315,6493.578986984127,2045477.3809,1734975.6734
validation,2026-02-21,binance,ethusdt,buy,248,6389.220882701612,1584526.7789099999,1256050.51204
validation,2026-02-21,binance,ethusdt,sell,195,3286.8281166153847,640931.48274,640931.48274
validation,2026-02-21,bybit,ethusdt,buy,155,5558.927312903226,861633.7335000001,757666.6392
validation,2026-02-21,bybit,ethusdt,sell,95,3892.899148421052,369825.41909999994,369825.41909999994
validation,2026-02-22,binance,ethusdt,buy,204,2472.370391127451,504363.55978999997,504363.55978999997
validation,2026-02-22,binance,ethusdt,sell,397,3905.2159989672546,1550370.75159,1417511.2201
validation,2026-02-22,bybit,ethusdt,buy,58,4664.745975862069,270555.2666,270555.2666
validation,2026-02-22,bybit,ethusdt,sell,321,4502.37834953271,1445263.4501999998,1294544.2502000001
validation,2026-02-23,binance,ethusdt,buy,663,7871.236737330316,5218629.95685,3661617.46277
validation,2026-02-23,binance,ethusdt,sell,1272,10093.87112408805,12839404.06984,7250355.581669999
validation,2026-02-23,bybit,ethusdt,buy,308,17336.349219480522,5339595.5596,2440633.8371
validation,2026-02-23,bybit,ethusdt,sell,2511,8315.472907407408,20880152.4705,15485785.4137
validation,2026-02-24,binance,ethusdt,buy,583,5169.489960926244,3013812.64722,2588297.0169699998
validation,2026-02-24,binance,ethusdt,sell,961,4313.488769677419,4145262.70766,3830224.8200399997
validation,2026-02-24,bybit,ethusdt,buy,293,9684.137396928327,2837452.2572999997,1514698.4085999997
validation,2026-02-24,bybit,ethusdt,sell,1345,6584.676250037174,8856389.5563,7254358.038699999
validation,2026-02-25,binance,ethusdt,buy,1360,8878.058111220587,12074159.031259999,8716330.90609
validation,2026-02-25,binance,ethusdt,sell,731,10870.528712818057,7946356.48907,4670448.62402
validation,2026-02-25,bybit,ethusdt,buy,2815,13633.897076021314,38379420.269,21030035.0019
validation,2026-02-25,bybit,ethusdt,sell,331,9730.47715981873,3220787.9398999996,2278028.8832
validation,2026-02-26,binance,ethusdt,buy,798,7407.36147216792,5911074.45479,3911614.84186
validation,2026-02-26,binance,ethusdt,sell,787,6452.375683850063,5078019.66319,3882397.2595300004
validation,2026-02-26,bybit,ethusdt,buy,453,8122.133368432671,3679326.4159,2457831.1371999998
validation,2026-02-26,bybit,ethusdt,sell,625,11063.763038879999,6914851.8993,4273848.229900001
validation,2026-02-27,binance,ethusdt,buy,547,6082.383806727606,3327063.94228,2797444.47825
validation,2026-02-27,binance,ethusdt,sell,1055,11404.113940312798,12031340.207030002,6525544.78999
validation,2026-02-27,bybit,ethusdt,buy,277,9272.275407942238,2568420.2879999997,1516238.3953999998
validation,2026-02-27,bybit,ethusdt,sell,1319,9838.554312585291,12977053.1383,8484324.9484
validation,2026-02-28,binance,ethusdt,buy,995,8179.793114793971,8138894.149220001,6721940.07762
validation,2026-02-28,binance,ethusdt,sell,1067,6486.526084039362,6921123.331669999,5876737.16061
validation,2026-02-28,bybit,ethusdt,buy,1058,12888.538322400756,13636073.5451,8431639.954300001
validation,2026-02-28,bybit,ethusdt,sell,1385,8834.963006570397,12236423.7641,7860695.3692
