rows,same_bid_share,same_ask_share,same_both_quotes_share,median_abs_bid_diff_ticks,p99_abs_bid_diff_ticks,median_abs_ask_diff_ticks,p99_abs_ask_diff_ticks,median_abs_microprice_adjustment_ticks,p99_abs_microprice_adjustment_ticks,max_abs_microprice_adjustment_ticks,median_quoted_spread_ticks,avg_quoted_spread_ticks,p99_adjustment_to_spread_ratio,final_pnl_diff_micro_minus_mid,max_abs_pnl_diff,fill_count_diff_micro_minus_mid,inventory_equal_share,final_inventory_diff_micro_minus_mid
345544,0.12461220568147617,0.1254688259671706,0.08366807121524321,2.999999999999531,45.00000000000164,2.999999999999531,46.00000000000437,0.8287639634979582,1.4398206246626217,1.637889859903291,95.00000000000827,106.52488250410946,0.013516284560155014,0.9056614499979219,4.596104299996568,-65,0.005623017618595605,-4899.0
