strategy,mean_pnl,std_pnl,p05_pnl,p95_pnl,mean_final_inventory,std_final_inventory,mean_turnover,mean_fills
as_inventory_aware,4.592227129093275,4.572254054256291,-2.120564834554159,12.064884138838181,0.045,1.7227718778012786,726.0043892173204,7.253
symmetric_mid_quotes,4.789784519147222,6.120401725406834,-4.287506920698476,15.080197403405805,-0.114,2.6836926437664577,701.8249974881418,7.014
