strategy,split,vol_window_seconds,vol_floor,sigma_multiplier,score,final_pnl,max_drawdown,turnover,fill_count,final_inventory,max_abs_inventory,avg_abs_inventory,avg_quoted_spread_ticks
avellaneda_stoikov_mid,validation,180.0,0.1,0.5,-94.3916146530047,-85.20266809999939,91.86847719999938,395242.3229179995,4990,-1294.0,100149.0,20988.33005382256,83.20373403399522
avellaneda_stoikov_mid,validation,300.0,0.05,0.5,-95.9978328486076,-86.61228635000082,93.83448965000105,395103.3900653992,4981,2371.0,100149.0,20975.33606690202,83.21453333256169
avellaneda_stoikov_mid,validation,300.0,0.1,0.5,-95.9978328486076,-86.61228635000082,93.83448965000105,395103.3900653992,4981,2371.0,100149.0,20975.33606690202,83.21453333256169
avellaneda_stoikov_mid,validation,300.0,0.2,0.5,-95.9978328486076,-86.61228635000082,93.83448965000105,395103.3900653992,4981,2371.0,100149.0,20975.33606690202,83.21453333256169
avellaneda_stoikov_mid,validation,60.0,0.2,0.5,-96.23073513318086,-86.99869749999958,92.30025469999958,393843.1564140001,4976,3690.0,96789.0,20121.631813183634,83.20801551015684
avellaneda_stoikov_mid,validation,60.0,0.05,0.5,-96.23073513318086,-86.99869749999958,92.30025469999958,393843.1564140001,4976,3690.0,96789.0,20121.631813183634,83.20801551015684
avellaneda_stoikov_mid,validation,60.0,0.1,0.5,-96.23073513318086,-86.99869749999958,92.30025469999958,393843.1564140001,4976,3690.0,96789.0,20121.631813183634,83.20801551015684
avellaneda_stoikov_mid,validation,600.0,0.1,0.5,-101.89590118891861,-91.93435404999971,99.59420089999975,393623.716602599,4964,-915.0,105245.0,21270.48918918919,83.20720308819529
avellaneda_stoikov_mid,validation,600.0,0.2,0.5,-101.89590118891861,-91.93435404999971,99.59420089999975,393623.716602599,4964,-915.0,105245.0,21270.48918918919,83.20720308819529
avellaneda_stoikov_mid,validation,600.0,0.05,0.5,-101.89590118891861,-91.93435404999971,99.59420089999975,393623.716602599,4964,-915.0,105245.0,21270.48918918919,83.20720308819529
avellaneda_stoikov_mid,test,60.0,0.1,2.0,-103.15771978635485,-93.75016110000058,94.07303245000053,324013.3079251992,4652,6170.0,25417.0,2554.413542124881,183.08561861875768
avellaneda_stoikov_mid,test,60.0,0.05,2.0,-103.15771978635485,-93.75016110000058,94.07303245000053,324013.3079251992,4652,6170.0,25417.0,2554.413542124881,183.08561861875768
avellaneda_stoikov_mid,test,60.0,0.2,2.0,-103.15771978635485,-93.75016110000058,94.07303245000053,324013.3079251992,4652,6170.0,25417.0,2554.413542124881,183.08561861875768
avellaneda_stoikov_mid,test,180.0,0.2,2.0,-106.10328051458787,-96.39710525000024,97.05921740000018,346396.8823406008,5009,349.0,25876.0,2535.2458760678815,183.06292107517422
avellaneda_stoikov_mid,test,180.0,0.1,2.0,-106.10328051458787,-96.39710525000024,97.05921740000018,346396.8823406008,5009,349.0,25876.0,2535.2458760678815,183.06292107517422
avellaneda_stoikov_mid,test,180.0,0.05,2.0,-106.10328051458787,-96.39710525000024,97.05921740000018,346396.8823406008,5009,349.0,25876.0,2535.2458760678815,183.06292107517422
avellaneda_stoikov_mid,test,300.0,0.2,2.0,-115.87440454158616,-105.27967684999949,105.94472609999953,335343.46059229993,4824,-281.0,29408.0,2550.8158671544,183.09736241983654
avellaneda_stoikov_mid,test,300.0,0.05,2.0,-115.87440454158616,-105.27967684999949,105.94472609999953,335343.46059229993,4824,-281.0,29408.0,2550.8158671544,183.09736241983654
avellaneda_stoikov_mid,test,300.0,0.1,2.0,-115.87440454158616,-105.27967684999949,105.94472609999953,335343.46059229993,4824,-281.0,29408.0,2550.8158671544,183.09736241983654
avellaneda_stoikov_mid,test,600.0,0.05,2.0,-120.1011911381223,-109.12723544999925,109.73694929999927,340282.73406600027,4881,13.0,36950.0,2607.581231333781,183.14503218114046
avellaneda_stoikov_mid,test,600.0,0.1,2.0,-120.1011911381223,-109.12723544999925,109.73694929999927,340282.73406600027,4881,13.0,36950.0,2607.581231333781,183.14503218114046
avellaneda_stoikov_mid,test,600.0,0.2,2.0,-120.1011911381223,-109.12723544999925,109.73694929999927,340282.73406600027,4881,13.0,36950.0,2607.581231333781,183.14503218114046
avellaneda_stoikov_mid,test,60.0,0.1,1.0,-416.2485517461201,-378.3289999499995,379.18997224999964,1200071.7612099054,17639,2505.0,48165.0,5545.71120609821,106.51826684879494
avellaneda_stoikov_mid,test,60.0,0.2,1.0,-416.2485517461201,-378.3289999499995,379.18997224999964,1200071.7612099054,17639,2505.0,48165.0,5545.71120609821,106.51826684879494
avellaneda_stoikov_mid,test,60.0,0.05,1.0,-416.2485517461201,-378.3289999499995,379.18997224999964,1200071.7612099054,17639,2505.0,48165.0,5545.71120609821,106.51826684879494
avellaneda_stoikov_mid,test,180.0,0.05,1.0,-422.85458621060536,-384.30005275000184,385.5399045500018,1190282.8453377055,17473,1273.0,36315.0,5430.056033385039,106.52002639316557
avellaneda_stoikov_mid,test,180.0,0.1,1.0,-422.85458621060536,-384.30005275000184,385.5399045500018,1190282.8453377055,17473,1273.0,36315.0,5430.056033385039,106.52002639316557
